frame,sim_time,raw_compass,raw_gyro_z,raw_speed,raw_gps_lat,raw_gps_lon,pose_reason,degraded,compass_age_s,controller_reason,throttle,steer,brake,controller_step_ms,pose_error_m,heading_error_rad
357,0.05000000074505806,1.5700117349624634,0.0005682157934643328,0.00019367151624287754,-0.02064237567108762,0.021199996058246726,tracking,False,0.0,tracking,0.75,0.03036523732448755,0.0,0.21483599994098768,0.507349452223729,-2.4640314233437266e-08
358,0.10000000149011612,1.5700117349624634,0.0006188447005115449,0.00010821068699042337,-0.020646537560224942,0.02120130375655903,tracking,False,0.0,tracking,0.75,0.030317011871817613,0.0,0.1612819978618063,0.5037620789166517,2.7823371623991733e-05
359,0.15000000223517418,1.5700117349624634,-0.0008283107890747488,9.253626833092963e-05,-0.020647731248374157,0.02120247721845557,tracking,False,0.0,tracking,0.75,0.030381560585080958,0.0,0.1494960015406832,0.5050671218903144,-1.2235350615341645e-05
360,0.20000000298023224,1.5700117349624634,8.136178803397343e-05,0.00011255571262904686,-0.02064865080504319,0.021194886906730645,tracking,False,0.0,tracking,0.75,0.030375220231884142,0.0,0.1574869966134429,0.4666135629942953,-7.352992567266625e-06
361,0.2500000037252903,1.5700112581253052,0.0016297659603878856,5.262230385972172e-05,-0.02064420869589867,0.02119772391708706,tracking,False,0.0,tracking,0.75,0.018466126455565557,0.0,0.1802080005290918,0.45313473392824577,6.720433199136622e-05
362,0.30000000447034836,1.5700112581253052,-0.0002030619070865214,4.770837085384796e-05,-0.0206513573780569,0.021191358640724176,tracking,False,0.0,tracking,0.75,0.018481965529320837,0.0,0.15863800217630342,0.3952079595122556,5.134930633365897e-05
363,0.3500000052154064,1.5700112581253052,-3.93290029023774e-05,3.807205448727549e-05,-0.02065039183756312,0.021192416041319703,tracking,False,0.0,tracking,0.75,0.01848503323717922,0.0,0.1528509965282865,0.3493708759629983,4.444757548682787e-05
364,0.4000000059604645,1.5700112581253052,-0.000454818073194474,6.667407277617004e-05,-0.020642505005099565,0.021201763993165187,tracking,False,0.0,tracking,0.75,0.01852050953164614,0.0,0.1334629996563308,0.3657160311572687,1.953919133468318e-05
365,0.45000000670552254,1.5700112581253052,0.0007437291787937284,-2.8570474397751204e-06,-0.020642454223235518,0.02119791380809842,tracking,False,0.0,tracking,0.75,0.009557464744455913,0.0,0.16354599938495085,0.3603769403816056,5.1056279242178704e-05
366,0.5000000074505806,1.5700106620788574,-0.0002941125712823123,3.847943290108651e-05,-0.020644334308983048,0.021189908406856958,tracking,False,0.0,tracking,0.75,0.00958041514315948,0.0,0.14616199769079685,0.3097489626039888,3.319168294835251e-05
367,0.5500000081956387,1.5700106620788574,-0.0024440940469503403,2.8184642921292213e-05,-0.020634115061994862,0.021201984204569854,tracking,False,0.0,tracking,0.75,0.009771133739433443,0.0,0.14128499606158584,0.34374878385410806,-8.011499706128689e-05
368,0.6000000089406967,1.5700106620788574,0.00011544540029717609,4.372989953853242e-05,-0.02065189638099696,0.02120039699761732,tracking,False,0.0,tracking,0.75,0.009762125281353368,0.0,0.13653800124302506,0.3378290959174862,-6.691167371064566e-05
