level,route,seed,arm,segment_start_step,step,sim_time_s,x,y,speed_mps,tfv6_target_mps,first_mps,author_mps,mean8_mps,c_reason,c_raw_throttle,c_raw_brake,b_shadow_throttle,b_shadow_brake,actual_throttle,actual_brake,postprocessor_changed,creep_active,stop_sign_active,offline_first_throttle,offline_first_brake,offline_author_throttle,offline_author_brake,offline_mean8_throttle,offline_mean8_brake
1,2091,0,B,456,456,22.850000340491533,2770.544921875,1599.9666748046875,0.11414720188892574,0.0,0.8548884658669468,0.4271297225837748,1.4206098075253137,tracking,0.75,0.0,1.8563045263290405,0.0,1.8563045263290405,0.0,False,False,False,0.3796298977887358,0.0,0.16040354185611014,0.0,0.6695620853886488,0.0
1,2091,0,B,456,457,22.90000034123659,2770.5439453125,1599.970947265625,0.014955564408256374,0.0,0.6715409979374846,0.2842327162252707,0.9422185783045058,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3457593006057533,0.0,0.14191682186506224,0.0,0.49155307736499887,0.0
1,2091,0,B,456,458,22.95000034198165,2770.54443359375,1599.9718017578125,0.0,0.0,0.4467578654394696,0.3077285423190793,0.4469919314453784,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.24642998996208249,0.0,0.16498912395240212,0.0,0.2570049353658893,0.0
1,2091,0,B,456,459,23.000000342726707,2770.54443359375,1599.9718017578125,0.0,0.0,0.3116903681071207,0.14840446830262066,0.21707360063822395,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1827923709553039,0.0,0.08718214282559805,0.0,0.14475919001072302,0.0
1,2091,0,B,456,460,23.050000343471766,2770.5439453125,1599.9715576171875,0.0,0.0,0.3239240597693243,0.26860158850911,0.263571752957353,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1929582675938578,0.0,0.15063822283523753,0.0,0.17130291313134852,0.0
1,2091,0,B,456,461,23.100000344216824,2770.543701171875,1599.9710693359375,0.0,0.0,0.29054324441042195,0.3021640435935827,0.34915081786580726,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1798996505236548,0.0,0.17119650097867609,0.0,0.21845683087393264,0.0
1,2091,0,B,456,462,23.15000034496188,2770.543701171875,1599.9705810546875,0.0,0.0,0.2862895418164027,0.18076665992759702,0.22080382789292818,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1813514185526758,0.0,0.11275739242844865,0.0,0.1570433837772826,0.0
1,2091,0,B,456,463,23.20000034570694,2770.54345703125,1599.9700927734375,0.0,0.0,0.2788017367190437,0.4420320097045852,0.6302404983995513,tracking,0.75,0.0,1.8050036430358887,0.0,1.8050036430358887,0.0,False,False,False,0.1810925377649152,0.0,0.24891546752058494,0.0,0.36963972537798,0.0
1,2091,0,B,456,464,23.250000346451998,2770.54296875,1599.9696044921875,0.0,0.0,0.2767409548299934,0.684116968857814,1.4988774782011776,tracking,0.75,0.0,2.1732873916625977,0.0,2.1732873916625977,0.0,False,False,False,0.183521408807312,0.0,0.3785094093353487,0.0,0.75,0.0
1,2091,0,B,456,465,23.300000347197056,2770.54296875,1599.9693603515625,0.0,0.0,0.2713504870012413,0.5194187831641273,1.2514856116393225,tracking,0.75,0.0,1.0474663972854614,0.0,1.0474663972854614,0.0,False,False,False,0.18421805603099445,0.0,0.30265305137480625,0.0,0.6959058523764645,0.0
1,2091,0,B,456,466,23.350000347942114,2770.542724609375,1599.96923828125,-0.03600046251653366,0.0,0.20280888412362574,0.05801072172456119,0.21173891530913905,invalid_motion,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,0.1709326027279372,0.0,0.09112439173381465,0.0,0.19712947773860556,0.0
1,2091,0,B,456,467,23.400000348687172,2770.54248046875,1599.9688720703125,0.0,0.0,0.2714109107300769,0.061956383636568566,0.2372302106393308,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1906260212075761,0.0,0.07587144623854888,0.0,0.19484027182261382,0.0
1,2091,0,B,456,468,23.45000034943223,2770.54248046875,1599.96875,0.0,0.0,0.27417377473504034,0.04698859794840417,0.189005596483808,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1954346254453147,0.0,0.0,1.0,0.17309053473610503,0.0
1,2091,0,B,456,469,23.500000350177288,2770.542236328125,1599.96875,0.0,0.0,0.3054075283586167,0.1414056360817317,0.5306399741950956,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.21486909641847216,0.0,0.07247038851822635,0.0,0.35054072336802694,0.0
1,2091,0,B,456,470,23.550000350922346,2770.541748046875,1599.96875,0.0,0.0,0.2799292862280493,0.03153296963457966,0.2522545476714947,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.20562909148317998,0.0,0.0,1.0,0.21450119199910625,0.0
1,2091,0,B,456,471,23.600000351667404,2770.541748046875,1599.96875,0.0,0.0,0.2649883325725385,0.03182349368665375,0.41593552862942335,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.20147096886193921,0.0,0.0,1.0,0.3015408766634124,0.0
1,2091,0,B,456,472,23.650000352412462,2770.541748046875,1599.96875,0.0,0.0,0.2785645006740542,0.0049101296695998045,0.2850589223279506,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.21174110922300943,0.0,0.0,1.0,0.23966581009487176,0.0
1,2091,0,B,456,473,23.70000035315752,2770.54150390625,1599.96875,0.0,0.0,0.22861005182736574,0.0027536618487811362,0.3042189402745444,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1896215104900892,0.0,0.0,1.0,0.2530485558782657,0.0
1,2091,0,B,456,474,23.75000035390258,2770.54150390625,1599.96875,0.0,0.0,0.20251920218106356,0.0024995669710207325,0.3287642147233831,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.17910757573192354,0.0,0.0,1.0,0.2694307458479644,0.0
1,2091,0,B,456,475,23.800000354647636,2770.541259765625,1599.96875,0.0,0.0,0.22608130791576525,0.014318873079949548,0.44758281300361924,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.1937146449903324,0.0,0.0,1.0,0.3344348302339965,0.0
1,2091,0,B,456,476,23.850000355392694,2770.541259765625,1599.968505859375,0.0,0.0,0.26992819070672924,0.09461901726648274,0.9501037436468905,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.21901218881992654,0.0,0.04849224636669657,0.0,0.5975715925281889,0.0
1,2091,0,B,456,477,23.900000356137753,2770.540771484375,1599.9683837890625,0.0,0.0,0.279549911676591,0.13766050319135792,1.0337046027732824,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.227317423252885,0.0,0.0717337456446674,0.0,0.6522933298185933,0.0
1,2091,0,B,456,478,23.95000035688281,2770.540771484375,1599.9683837890625,0.0,0.0,0.33252467979594996,0.1530010738923461,1.0628315686887666,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2579613658719514,0.0,0.08131654444731448,0.0,0.6801422075829129,0.0
1,2091,0,B,456,479,24.00000035762787,2770.540771484375,1599.9683837890625,0.0,0.0,0.4040769592486283,0.08774204549524851,0.6830990189332053,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.29878846766416367,0.0,0.04978380583379953,0.0,0.4988146705690344,0.0
1,2091,0,B,456,480,24.050000358372927,2770.54052734375,1599.968505859375,0.0,0.0,0.3190224357384903,0.03125593175163516,0.5362335765727401,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.26024898641524835,0.0,0.0,1.0,0.4320848691958423,0.0
1,2091,0,B,456,481,24.100000359117985,2770.54052734375,1599.96875,0.0,0.0,0.3275180125441899,0.041083565066939165,0.5560354290538393,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2685907500359055,0.0,0.0,1.0,0.44893623840313457,0.0
1,2091,0,B,456,482,24.150000359863043,2770.54052734375,1599.96875,0.0,0.0,0.30694895930910104,0.10385273277971849,0.8953957008624114,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2621430854668985,0.0,0.053224525568949806,0.0,0.6298088207349812,0.0
1,2091,0,B,456,483,24.2000003606081,2770.54052734375,1599.96875,0.0,0.0,0.21401598660682994,0.0235341179998567,0.3928904467671903,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.21835179898821194,0.0,0.0,1.0,0.3834673243451421,0.0
1,2091,0,B,456,484,24.25000036135316,2770.540283203125,1599.968505859375,0.0,0.0,0.33597541827688415,0.02623686965734883,0.36523938768861397,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2835312076142804,0.0,0.0,1.0,0.37420728721999275,0.0
1,2091,0,B,456,485,24.300000362098217,2770.540283203125,1599.9683837890625,0.0,0.0,0.415665564276143,0.046934723762542596,0.4315110932005996,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.32857210024478534,0.0,0.0,1.0,0.4127370287213683,0.0
1,2091,0,B,456,486,24.350000362843275,2770.5400390625,1599.9683837890625,0.0,0.0,0.4335738520650308,0.05076394636297419,0.4502330095617892,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.34294591737080155,0.0,0.026016522520479795,0.0,0.4277258996053479,0.0
1,2091,0,B,456,487,24.400000363588333,2770.5400390625,1599.968505859375,0.0,0.0,0.4658837816333303,0.04841425672282534,0.4627624942904092,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.36492442951214554,0.0,0.0,1.0,0.43977517323448423,0.0
1,2091,0,B,456,488,24.45000036433339,2770.5400390625,1599.96875,0.0,0.0,0.38493912127924923,0.015110734505265974,0.2504669736312924,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3292638384227961,0.0,0.0,1.0,0.3367582501219701,0.0
1,2091,0,B,456,489,24.50000036507845,2770.5400390625,1599.96875,0.0,0.0,0.38924661810588695,0.03720382550076413,0.48671543272245543,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3362831696349414,0.0,0.0,1.0,0.4609664226672401,0.0
1,2091,0,B,456,490,24.550000365823507,2770.5400390625,1599.9688720703125,0.0,0.0,0.3632308305639219,0.08661701709955574,0.675403944327567,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3278156613136649,0.0,0.044391221279655994,0.0,0.5637532278996943,0.0
1,2091,0,B,456,491,24.600000366568565,2770.53955078125,1599.968994140625,0.0,0.0,0.3325385611050971,0.14903456749180702,1.0341162424710122,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3166262586600064,0.0,0.07746292859718908,0.0,0.7431093769714169,0.0
1,2091,0,B,456,492,24.650000367313623,2770.5400390625,1599.96875,0.0,0.0,0.3219337159969545,0.03430067574074835,0.5433738936925113,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3153480076158618,0.0,0.0,1.0,0.5045303763545341,0.0
1,2091,0,B,456,493,24.70000036805868,2770.5400390625,1599.968505859375,0.0,0.0,0.34799213364093845,0.19612837733149144,1.132248945277177,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3327271181731841,0.0,0.10051579341892111,0.0,0.75,0.0
1,2091,0,B,456,494,24.75000036880374,2770.5400390625,1599.968505859375,0.0,0.0,0.30575928198640867,0.11354269082831603,0.6931203945164868,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3154326834277014,0.0,0.060642233823836336,0.0,0.5880676318270817,0.0
1,2091,0,B,456,495,24.800000369548798,2770.53955078125,1599.968505859375,0.0,0.0,0.3382495405516893,0.07850748359431554,0.5794120305088761,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.33590593203024177,0.0,0.044105973766388196,0.0,0.5384561003125612,0.0
1,2091,0,B,456,496,24.850000370293856,2770.53955078125,1599.96875,0.0,0.0,0.324043328606131,0.007481779062367067,0.24180149308481522,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.332853367725397,0.0,0.0,1.0,0.37267335030912996,0.0
1,2091,0,B,456,497,24.900000371038914,2770.53955078125,1599.96875,0.0,0.0,0.3351901512819524,0.006466218445824414,0.21380363447247655,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.34261665601676616,0.0,0.0,1.0,0.3613469664736906,0.0
1,2091,0,B,456,498,24.950000371783972,2770.53955078125,1599.9688720703125,0.0,0.0,0.25099748393740356,0.062120933613146564,0.6401035489191447,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3036577909404612,0.0,0.03183697848830854,0.0,0.5824982181777425,0.0
1,2091,0,B,456,499,25.00000037252903,2770.53955078125,1599.968994140625,0.0,0.0,0.24543333662342798,0.11919076000315444,1.00445428281434,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.30394363403698177,0.0,0.061861776205552915,0.0,0.75,0.0
1,2091,0,B,456,500,25.050000373274088,2770.53955078125,1599.968994140625,0.0,0.0,0.1617534050408441,0.05596176320420899,0.6186586849045347,tracking,0.08289862011356151,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2641255858388293,0.0,0.030946799856556493,0.0,0.5795090198469783,0.0
1,2091,0,B,456,501,25.100000374019146,2770.53955078125,1599.96875,0.0,0.0,0.14888675365925488,0.06893941732913367,0.693926015066716,tracking,0.07832637887123992,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2595533445965077,0.0,0.038297369648473974,0.0,0.6258167602456568,0.0
1,2091,0,B,456,502,25.150000374764204,2770.53955078125,1599.96875,0.0,0.0,0.19799257125440256,0.18099196142442978,1.139646381806744,tracking,0.10535419484637278,0.0,0.0,1.0,0.0,1.0,False,False,False,0.2865811605716405,0.0,0.09658604124763978,0.0,0.75,0.0
1,2091,0,B,456,503,25.200000375509262,2770.53955078125,1599.96875,0.0,0.0,0.23459091625379172,0.23624759826241007,1.2221382273731485,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.3078127195682035,0.0,0.1271669546889146,0.0,0.75,0.0
1,2091,0,B,456,504,25.25000037625432,2770.53955078125,1599.96875,0.0,0.0,0.20495802184335168,0.1822468654743386,1.1498882090275835,tracking,0.75,0.0,0.0,1.0,0.0,1.0,False,False,False,0.29555824767420175,0.0,0.10244467414725422,0.0,0.75,0.0
