seed,arm,official_status,step,sim_time_s,ego_speed_mps,target_dense_index,selected_pop_distance_m,first_segment_mps,author_mps,mean8_mps,tfv6_target_mps,c_reason,b_shadow_throttle,b_shadow_brake,c_shadow_throttle,c_shadow_brake,arm_raw_throttle,arm_raw_brake,actual_throttle,actual_brake,post_longitudinal_changed,creep_active,stop_sign_active,light_state,at_light,nearest_front_vehicle_or_walker_m
0,B,Completed,0,0.05000000074505806,0.0009786076276199563,26,5.0,,,,,,,,,,,,0.0,1.0,False,False,False,Green,False,
0,B,Completed,1,0.10000000149011612,0.0008716003515720078,26,5.0,0.7148441571354358,3.9036460167862783,3.7420260286190574,1.296875,tracking,3.76200008392334,0.0,0.36635763053191084,0.0,3.76200008392334,0.0,3.76200008392334,0.0,False,False,True,Green,False,15.001157406519674
0,B,Completed,2,0.15000000223517418,0.0007516066135068178,26,5.0,0.7252614467812224,4.109375232840878,4.81103683440019,1.46875,tracking,1.8315000534057617,0.0,0.3806320435746599,0.0,1.8315000534057617,0.0,1.8315000534057617,0.0,False,False,True,Green,False,
0,B,Completed,3,0.20000000298023224,0.0005853239268527421,26,5.0,0.7382830106127524,4.12760414800183,4.815594223265168,1.484375,tracking,1.88100004196167,0.0,0.39637136326060024,0.0,1.88100004196167,0.0,1.88100004196167,0.0,False,False,True,Green,False,
0,B,Completed,4,0.2500000037252903,0.0004875906744029518,26,5.0,0.7447928786963298,4.148437757388796,4.817058817897544,1.484375,tracking,1.9305000305175781,0.0,0.40893620842482153,0.0,1.9305000305175781,0.0,1.9305000305175781,0.0,False,False,True,Green,False,
0,B,Completed,5,0.30000000447034836,0.0003579489315488087,26,5.0,0.7421898346161514,4.138021112738702,4.81315278626094,1.484375,tracking,1.9800000190734863,0.0,0.4169120594556779,0.0,1.9800000190734863,0.0,1.9800000190734863,0.0,False,False,True,Green,False,
0,B,Completed,6,0.3500000052154064,0.00029436048161406354,26,5.0,0.7317730881954909,4.1171877821638425,4.784506498870191,1.46875,tracking,2.0295000076293945,0.0,0.4208508499840946,0.0,2.0295000076293945,0.0,2.0295000076293945,0.0,False,False,True,Green,False,
0,B,Completed,7,0.4000000059604645,0.0001705753962792178,26,5.0,0.671877147689092,3.968750238431616,4.675456997053926,1.4375,tracking,2.0789999961853027,0.0,0.3993013442021557,0.0,2.0789999961853027,0.0,2.0789999961853027,0.0,False,False,True,Green,False,
0,B,Completed,8,0.45000000670552254,0.0001956521235236124,26,5.0,0.5908229944294948,3.794270826528781,4.570598736196455,1.421875,tracking,2.128499984741211,0.0,0.36615955511277515,0.0,2.128499984741211,0.0,2.128499984741211,0.0,False,False,True,Green,False,
0,B,Completed,9,0.5000000074505806,0.00013058338789627346,26,5.0,0.5810578013142423,3.750000334617299,4.561890979571038,1.390625,tracking,2.177999973297119,0.0,0.36854018117980736,0.0,2.177999973297119,0.0,2.177999973297119,0.0,False,False,True,Green,False,
0,B,Completed,10,0.5500000081956387,9.568027495402753e-05,26,5.0,0.5693388493164604,3.7317712263024942,4.534058859653516,1.390625,tracking,2.2274999618530273,0.0,0.36979744090341976,0.0,2.2274999618530273,0.0,2.2274999618530273,0.0,False,False,True,Green,False,
0,B,Completed,11,0.6000000089406967,0.0020192304588011367,26,5.0,0.5419942503537624,3.6354170050667647,4.660360860989091,1.390625,tracking,2.2769999504089355,0.0,0.3629000696524471,0.0,2.2769999504089355,0.0,2.2769999504089355,0.0,False,False,True,Green,False,
0,B,Completed,12,0.6500000096857548,0.4666170181610108,26,5.0,1.2526072239826116,4.841146342436283,5.442384156774992,1.921875,tracking,2.3264999389648438,0.0,0.49474157139276587,0.0,2.3264999389648438,0.0,2.3264999389648438,0.0,False,False,True,Green,False,
0,B,Completed,13,0.7000000104308128,0.8147433189916361,26,5.0,1.687504311673078,5.390625388390009,5.875653407881329,2.28125,tracking,2.375999927520752,0.0,0.5490235054393191,0.0,2.375999927520752,0.0,2.375999927520752,0.0,False,False,True,Green,False,
0,B,Completed,14,0.7500000111758709,1.1076086551684536,26,5.0,2.0364636600666333,5.739583610848347,6.047528559694971,2.546875,tracking,2.42549991607666,0.0,0.5886762048679581,0.0,2.42549991607666,0.0,2.42549991607666,0.0,False,False,True,Green,False,
0,B,Completed,15,0.800000011920929,1.3034093965627755,26,5.0,2.296880082496155,6.000001100831868,6.201825750090783,2.765625,tracking,2.4749999046325684,0.0,0.6334028230188953,0.0,2.4749999046325684,0.0,2.4749999046325684,0.0,False,False,True,Green,False,
0,B,Completed,16,0.850000012665987,1.548732405714947,26,5.0,2.625001669106918,6.322916758323959,6.153647348058115,3.0,tracking,2.5244998931884766,0.0,0.6882585857054649,0.0,2.5244998931884766,0.0,2.5244998931884766,0.0,False,False,True,Green,False,
0,B,Completed,17,0.9000000134110451,1.7536645128418304,26,5.0,2.8906264234230044,6.541667438307963,6.152996612080816,3.1875,tracking,2.5739998817443848,0.0,0.732819945054003,0.0,2.5739998817443848,0.0,2.5739998817443848,0.0,False,False,True,Green,False,
0,B,Completed,18,0.9500000141561031,2.0569547615327295,26,5.0,3.3229169855546457,6.843750846085037,6.174481189165148,3.46875,tracking,2.623499870300293,0.0,0.75,0.0,2.623499870300293,0.0,2.623499870300293,0.0,False,False,True,Green,False,
0,B,Completed,19,1.0000000149011612,2.300607409127974,26,5.0,3.6145836082246805,7.151042508113804,6.489585262913312,3.703125,tracking,2.672999858856201,0.0,0.75,0.0,2.672999858856201,0.0,2.672999858856201,0.0,False,False,True,Green,False,
0,B,Completed,20,1.0500000156462193,2.59900122317036,26,5.0,3.94270945604485,7.328125262996175,6.466798933237638,3.96875,tracking,2.7224998474121094,0.0,0.75,0.0,2.7224998474121094,0.0,2.7224998474121094,0.0,False,False,True,Green,False,
0,B,Completed,21,1.1000000163912773,2.9450293828246026,26,5.0,4.31250161595991,7.708333774360729,6.743491992257935,4.3125,tracking,2.7224998474121094,0.0,0.75,0.0,2.7224998474121094,0.0,2.7224998474121094,0.0,False,False,True,Green,False,
0,B,Completed,22,1.1500000171363354,3.341648027061379,26,5.0,4.6250031069695545,8.00000009469095,6.876305473727931,4.6875,tracking,2.7224998474121094,0.0,0.75,0.0,2.7224998474121094,0.0,2.7224998474121094,0.0,False,False,True,Green,False,
0,B,Completed,23,1.2000000178813934,3.7170262793961206,26,5.0,4.895834636191462,8.098958053319278,6.772137951861305,4.96875,tracking,2.7224998474121094,0.0,0.75,0.0,2.7224998474121094,0.0,2.7224998474121094,0.0,False,False,True,Green,False,
