level,route,seed,arm,step,sim_time_s,x,y,speed_mps,nearest_xml_turn_or_trigger_m,steer,c_raw_steer,c_steer_saturation,command,target_point,waypoint_correct_m,waypoint_wrong_m,waypoint_world_xy_json,waypoint_endpoint_correct_m,waypoint_endpoint_wrong_m,waypoint_wrong_preferred,route_correct_m,route_wrong_m,route_world_xy_json,route_endpoint_correct_m,route_endpoint_wrong_m,route_wrong_preferred,window_kind
2,2084,0,C,0,0.05000000074505806,-1416.0086669921875,5323.17724609375,0.00030840090220398894,7.008703927804927,0.0,,,unlogged,unlogged,,,[],,,False,,,[],,,False,approach
2,2084,0,C,1,0.10000000149011612,-1416.0086669921875,5323.17724609375,0.0002487665540244676,7.008703927804927,0.00022845376224722713,0.00022845376689146593,False,unlogged,unlogged,20.335423643064452,20.335423643064452,"[[-1415.817912046875, 5323.1768460028525], [-1415.3758550061905, 5323.176375369453], [-1414.5399175540338, 5323.175961154231], [-1413.3524178096511, 5323.175153908287], [-1411.8784587536438, 5323.1751793008725], [-1410.396686869023, 5323.175584549643], [-1409.2039787730846, 5323.1751670229405], [-1408.1180416658253, 5323.174243420197]]",16.11806224527888,16.11806224527888,False,17.003480436959666,17.003480436959666,"[[-1413.5034586882778, 5323.175952275381], [-1412.5034587419236, 5323.175460948678], [-1411.5034587257826, 5323.175051002193], [-1410.5034587445352, 5323.17460036554], [-1409.5034587283942, 5323.17419041917], [-1408.5034587122534, 5323.173780472568], [-1407.5034584286354, 5323.173126385022], [-1406.5034587963207, 5323.1722688475165], [-1405.5034591988992, 5323.171370620076], [-1404.503459496798, 5323.170594462671]]",12.50349407460554,12.50349407460554,False,approach
2,2084,0,C,2,0.15000000223517418,-1416.0086669921875,5323.17724609375,0.00024060667439995646,7.008703927804927,0.0002653030678629875,0.0002653030740767381,False,unlogged,unlogged,20.595268960814085,20.595268960814085,"[[-1415.82604973226, 5323.177252253025], [-1415.3911542742524, 5323.17658176721], [-1414.565633619662, 5323.175973034199], [-1413.393758773578, 5323.17529108503], [-1411.9901119132792, 5323.175979495444], [-1410.8260488664566, 5323.176118047559], [-1409.8416731870502, 5323.176488254081], [-1408.927610323091, 5323.176520756119]]",16.927626606388355,16.927626606388355,False,17.00139795977014,17.00139795977014,"[[-1413.5034591418905, 5323.175423304231], [-1412.5034591257497, 5323.175013357716], [-1411.5008551028454, 5323.174601178138], [-1410.5008551215979, 5323.174150541602], [-1409.5008550705636, 5323.173781285167], [-1408.5008548799563, 5323.173574789165], [-1407.5008550033888, 5323.173002082129], [-1406.5008553012874, 5323.172225924957], [-1405.5008556340797, 5323.171409077385], [-1404.5008558621917, 5323.170714300314]]",12.500890165884092,12.500890165884092,False,approach
2,2084,0,C,3,0.20000000298023224,-1416.0086669921875,5323.17724609375,0.0002269570808053016,7.008703927804927,0.00027693226002156734,0.0002769322500145491,False,unlogged,unlogged,20.651095547597894,20.651095547597894,"[[-1415.8332110979406, 5323.1773575763345], [-1415.4061280160208, 5323.176887067972], [-1414.5897221817854, 5323.176052183008], [-1413.430868215624, 5323.175228811707], [-1412.0428464804302, 5323.175778033147], [-1410.9022206720138, 5323.176231686793], [-1409.942584254405, 5323.176616750429], [-1409.061073584772, 5323.176719128834]]",17.061089468845953,17.061089468845953,False,17.008689225846652,17.008689225846652,"[[-1413.5086676322546, 5323.175427770546], [-1412.5086676510073, 5323.174977133857], [-1411.508667704653, 5323.17448580709], [-1410.508667688512, 5323.174075860539], [-1409.5086675676914, 5323.173787984256], [-1408.508667377084, 5323.1735814881895], [-1407.5086673958367, 5323.173130851355], [-1406.5086675541622, 5323.17251745432], [-1405.5086677473812, 5323.171863367351], [-1404.5086677661336, 5323.171412730517]]",12.508700432718282,12.508700432718282,False,approach
2,2084,0,C,4,0.2500000037252903,-1416.0086669921875,5323.17724609375,0.00016028251725866484,7.008703927804927,0.0002123458543792367,0.0002123458549817568,False,unlogged,unlogged,20.66851201621033,20.66851201621033,"[[-1415.83418760338, 5323.177424535149], [-1415.4084065713614, 5323.176970402153], [-1414.5972091271863, 5323.176048430819], [-1413.4461678209782, 5323.175180896519], [-1412.0711670616638, 5323.175476798127], [-1410.9383542388805, 5323.175367490229], [-1409.9722079061544, 5323.17535024224], [-1409.0802805949127, 5323.175048231039]]",17.08029882032877,17.08029882032877,False,17.003481441234758,17.003481441234758,"[[-1413.5034583044517, 5323.176399866238], [-1412.5034584627772, 5323.175786469203], [-1411.503458621103, 5323.175173072167], [-1410.503458814322, 5323.174518985081], [-1409.5034589377542, 5323.1739462782125], [-1408.5034590960797, 5323.173332881177], [-1407.503458952035, 5323.172516033131], [-1406.503459494187, 5323.171455045192], [-1405.5034600014455, 5323.170434747187], [-1404.5034603691308, 5323.169577209615]]",12.503497380677143,12.503497380677143,False,approach
2,2084,0,C,5,0.30000000447034836,-1416.0086669921875,5323.17724609375,0.00010977615679322656,7.008703927804927,6.399168341886252e-05,6.39916858982209e-05,False,unlogged,unlogged,20.65727988753268,20.65727988753268,"[[-1415.8289793118222, 5323.177379378744], [-1415.3966878605636, 5323.176919662829], [-1414.5750735403117, 5323.176283762052], [-1413.4136150585452, 5323.175773505812], [-1412.0464264212553, 5323.176513525485], [-1410.9292383048576, 5323.176753309803], [-1409.9735088830726, 5323.176826375398], [-1409.0946024829934, 5323.176624539505]]",17.09461846499413,17.09461846499413,False,17.008688329387525,17.008688329387525,"[[-1413.5086668646022, 5323.176322952661], [-1412.508666813568, 5323.175953696226], [-1411.5086668323204, 5323.17550305969], [-1410.5086669208595, 5323.17497104282], [-1409.5086669745053, 5323.174479716117], [-1408.5086669583643, 5323.174069769748], [-1407.5086671515833, 5323.1734156826105], [-1406.5086675192686, 5323.172558145105], [-1405.5086679916337, 5323.171578537332], [-1404.5086682546394, 5323.170843070093]]",12.508702236090844,12.508702236090844,False,approach
2,2084,0,C,6,0.3500000052154064,-1416.0086669921875,5323.17724609375,9.908622056211456e-05,7.008703927804927,0.00020106486044824123,0.00020106485495787843,False,unlogged,unlogged,20.63880723001656,20.63880723001656,"[[-1415.8309325102523, 5323.177294587166], [-1415.3966878649253, 5323.176914576534], [-1414.5763757486916, 5323.176045824202], [-1413.4071051041728, 5323.175416970804], [-1412.0477291646466, 5323.175929721994], [-1410.9071034783567, 5323.176240960403], [-1409.9253319420159, 5323.1764544539255], [-1409.0190817082146, 5323.176338524607]]",17.019098156374255,17.019098156374255,False,16.995929382025903,16.995929382025903,"[[-1413.4982511690916, 5323.1750933170715], [-1412.4956468379821, 5323.174762517441], [-1411.495646786948, 5323.174393260999], [-1410.4956467708073, 5323.173983314332], [-1409.4956466848798, 5323.173654747998], [-1408.4956466338458, 5323.173285491498], [-1407.495646280441, 5323.17271278422], [-1406.49564647366, 5323.172058697018], [-1405.495646771559, 5323.171282539547], [-1404.4956469298845, 5323.1706691425115]]",12.49568135379313,12.49568135379313,False,approach
2,2084,0,C,7,0.4000000059604645,-1416.0089111328125,5323.17724609375,8.898405798628842e-05,7.0089480671433595,-0.0002792048326227814,-0.00027920484689666284,False,unlogged,unlogged,20.687957410501806,20.687957410501806,"[[-1415.8326413152604, 5323.177504380037], [-1415.4081621386847, 5323.177310762925], [-1414.5995684715492, 5323.176797925664], [-1413.4433180505232, 5323.176793132471], [-1412.0917541283416, 5323.177872072065], [-1410.9758675595322, 5323.1786444868085], [-1410.0162312785505, 5323.179426279224], [-1409.136022252845, 5323.179670917688]]",17.136034311403066,17.136034311403066,False,17.003718784980613,17.003718784980613,"[[-1413.5037026893297, 5323.176115035652], [-1412.503702324256, 5323.176111989956], [-1411.5037019940755, 5323.176068254091], [-1410.5037016290019, 5323.176065208393], [-1409.503701263928, 5323.176062162695], [-1408.5037008290676, 5323.176140497332], [-1407.5037001267299, 5323.175974691024], [-1406.5037000408026, 5323.175646124458], [-1405.5036999548754, 5323.1753175578915], [-1404.5036997293746, 5323.175151751992]]",12.50372441945965,12.50372441945965,False,approach
2,2084,0,C,8,0.45000000670552254,-1416.0089111328125,5323.17724609375,2.6610420215195798e-05,7.0089480671433595,0.0003573758585844189,0.00035737586915339346,False,unlogged,unlogged,20.7038309849076,20.7038309849076,"[[-1415.833129906009, 5323.177143674206], [-1415.4040936049446, 5323.176729982938], [-1414.592896246544, 5323.175777494073], [-1413.4288339935438, 5323.1749903466], [-1412.0954997091833, 5323.175342323894], [-1411.0069576792118, 5323.175484602887], [-1410.0668526505374, 5323.1757160252455], [-1409.202269417596, 5323.175598951461]]",17.20228672376808,17.20228672376808,False,17.001381884217285,17.001381884217285,"[[-1413.503703073156, 5323.175667444632], [-1412.5010991200381, 5323.175173884831], [-1411.501099173684, 5323.174682558062], [-1410.5010992273299, 5323.174191231295], [-1409.5010992460823, 5323.173740594577], [-1408.5010991950483, 5323.173371338076], [-1407.5010993184806, 5323.172798631207], [-1406.5010996512724, 5323.171981783804], [-1405.5010999491715, 5323.171205626333], [-1404.5011001423904, 5323.170551539131]]",12.501134827763511,12.501134827763511,False,approach
2,2084,0,C,9,0.5000000074505806,-1416.0089111328125,5323.17724609375,7.842108341591055e-05,7.0089480671433595,-1.0594070772640407e-05,-1.0594070638735111e-05,False,unlogged,unlogged,20.763723556487726,20.763723556487726,"[[-1415.8357338480625, 5323.177395134164], [-1415.4158121390951, 5323.176986715882], [-1414.6176352855143, 5323.176330223457], [-1413.4718017289242, 5323.176191947723], [-1412.1566962740044, 5323.177037665904], [-1411.092893160877, 5323.177875089399], [-1410.1749235053271, 5323.178537481134], [-1409.3441934407986, 5323.178857610715]]",17.344206326968802,17.344206326968802,False,17.001377220054227,17.001377220054227,"[[-1413.5037026893297, 5323.176115035652], [-1412.5010984570656, 5323.175946996486], [-1411.5010983013517, 5323.175699810254], [-1410.5010981107444, 5323.175493314187], [-1409.5010978503506, 5323.175368198223], [-1408.5010975550633, 5323.175283772424], [-1407.5010974342424, 5323.174995896257], [-1406.5010974181018, 5323.174585949358], [-1405.5010974717477, 5323.174094622589], [-1404.5010974207134, 5323.1737253660895]]",12.501125032514297,12.501125032514297,False,approach
