level,route,seed,deviation_arm,official_status,event,event_step,role,step,sim_time_s,ego_x,ego_y,ego_speed_mps,ego_dense_distance_m,rc_dense_index,target_dense_index,target_dense_distance_m,target_world_xy,selected_target_world_xy,kalman_world_xy,gps_world_xy,kalman_gps_delta_m,selected_pop_distance_m,command_1based,next_command_1based,steer,route_endpoint_world_xy,waypoint_endpoint_world_xy,route_endpoint_correct_dense_m,route_endpoint_wrong_straight_m,waypoint_endpoint_correct_dense_m,waypoint_endpoint_wrong_straight_m,light_state,nearest_actor_json
2,2084,0,C,Failed - Agent deviated from the route,first_target_postturn,128,deviation,128,6.45000009611249,-1391.58544921875,5323.18603515625,1.949259006485001,0.029710278649628302,24,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1391.5262953338506, 5323.237864300259]","[-1391.8280387803768, 5324.719955479582]",1.512495742587781,5.0,1,4,-0.12787851691246033,"[-1380.2741349913288, 5322.107225824711]","[-1391.3001224284312, 5323.186529677302]",0.06970316831687579,1.0392352161792808,7.696452157085097,7.696452157085097,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [7.701662895347792, 3.6491650005032517], ""relative_velocity_xy_mps"": [-1.949259006485001, 0.16892876130846254], ""distance_m"": 8.522441936116364}]"
2,2084,0,C,Failed - Agent deviated from the route,first_target_postturn,128,B_same_time,128,6.45000009611249,-1394.8046875,5323.15869140625,0.9851632472741342,0.00028896318008252294,21,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1394.7604392192104, 5323.21768444753]","[-1395.0472770615647, 5324.692611730392]",1.5025599613784526,5.0,4,1,5.2828101615887135e-05,"[-1383.2969030407708, 5323.107861051462]","[-1391.9817710066573, 5323.157429337892]",0.01462692433338635,0.04128088331800029,8.378015075153685,8.378015075153685,Green,"[{""id"": 3542, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-5.466315154802727, -5.565244494974507], ""relative_velocity_xy_mps"": [-0.9851632472741342, 0.00037363491386878064], ""distance_m"": 7.8008042957422035}]"
2,2084,0,C,Failed - Agent deviated from the route,first_target_postturn,128,B_same_progress,347,17.400000259280205,-1392.0047607421875,5323.15869140625,0.7602435559186188,0.0019570579734693463,24,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1391.9755025625977, 5323.224734333901]","[-1391.979137675133, 5323.32034842179]",0.09568316385844856,5.0,4,1,-0.0002099399280268699,"[-1380.6254196747477, 5322.375473324274]","[-1388.3273461875995, 5323.149542669076]",0.008088178417155721,0.7712993308559155,4.723586423725211,4.723586423725211,Red,"[{""id"": 3732, ""type"": ""vehicle.mercedes.coupe_2020"", ""relative_xy_m"": [3.189028506792859, -2.755670033935849], ""relative_velocity_xy_mps"": [-10.896620746038211, 0.012722073652119364], ""distance_m"": 4.214690991409631}]"
2,2084,0,C,Failed - Agent deviated from the route,first_dense_wrong_plan,322,deviation,322,16.150000240653753,-1379.2474365234375,5326.0166015625,6.787304708883066,3.8410968326956123,35,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1379.1168216451101, 5325.9648831442755]","[-1379.1453231754742, 5326.184185052194]",0.22114625036353078,5.0,1,4,-0.4374139606952667,"[-1371.319120722923, 5319.348745439921]","[-1373.5754982097446, 5321.41337545223]",6.375802750650765,3.789773477095649,4.809111244598428,1.7271451647489435,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [-4.10306600643772, 2.4025412141728464], ""relative_velocity_xy_mps"": [-6.787304708883066, 0.7382750070439206], ""distance_m"": 4.754719228196752}]"
2,2084,0,C,Failed - Agent deviated from the route,first_dense_wrong_plan,322,B_same_time,322,16.150000240653753,-1392.138427734375,5323.158203125,-0.0016176170569371193,0.00133824284659957,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.0662783832506, 5323.186857689111]","[-1392.0363143861423, 5323.325786616106]",0.14212349516732684,5.0,4,1,0.0005046160076744854,"[-1380.7479382881481, 5322.404694809711]","[-1389.3355222905363, 5323.154969026947]",0.04267497688691032,0.7421865027565714,5.7317652167205955,5.7317652167205955,Red,"[{""id"": 3730, ""type"": ""vehicle.dodge.charger_2020"", ""relative_xy_m"": [-6.152510546288363, -2.7371717986142596], ""relative_velocity_xy_mps"": [-9.816046657930455, 0.02345340348972213], ""distance_m"": 6.7339064054468984}]"
2,2084,0,C,Failed - Agent deviated from the route,first_dense_wrong_plan,322,B_same_progress,407,20.40000030398369,-1381.465087890625,5321.42724609375,8.418102833470272,1.2461732540081625,35,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1381.459940350014, 5321.347587938051]","[-1381.0399682630398, 5320.384279697018]",1.0508755021786196,5.0,1,4,-0.404561847448349,"[-1377.6455309589196, 5311.396167378433]","[-1377.5366754005024, 5304.236526494385]",0.13631136783211906,11.74795848350008,0.03521995610233532,18.90750002265612,Red,"[{""id"": 203, ""type"": ""traffic.stop"", ""relative_xy_m"": [0.26056565458598824, -5.455866063121365], ""relative_velocity_xy_mps"": [-8.418102833470272, 0.9647087719661243], ""distance_m"": 5.462084671539728}]"
2,2084,0,C,Failed - Agent deviated from the route,first_ego_offroute_3m,319,deviation,319,16.00000023841858,-1380.2349853515625,5325.697265625,7.026054409079633,3.16185660107741,34,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1380.1084090536028, 5325.682609702289]","[-1379.3539005458124, 5325.737814307963]",0.7565253709002978,5.0,1,4,-0.21760530769824982,"[-1374.1657435211885, 5317.395687631719]","[-1375.7170111796795, 5319.994409971186]",3.3135457555287178,5.745354817502458,2.277630959324352,3.148009117647842,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [-2.9004715946453508, 2.5720331507988083], ""relative_velocity_xy_mps"": [-7.026054409079633, 0.17129727672224737], ""distance_m"": 3.8766080534602136}]"
2,2084,0,C,Failed - Agent deviated from the route,first_ego_offroute_3m,319,B_same_time,319,16.00000023841858,-1392.1380615234375,5323.158203125,0.004485802115959775,0.0013386004737292582,23,30,3.2650867710557867e-10,"[-1386.6037597657808, 5323.1518554684235]","[-1386.6037597657808, 5323.1518554684235]","[-1392.061946980658, 5323.193576320598]","[-1391.2569767174396, 5323.198751810657]",0.8049869007401252,5.0,4,1,0.0005046160076744854,"[-1380.73717618977, 5322.418088474417]","[-1391.2043937180656, 5323.163732968794]",0.025725392930991478,0.7287832998090008,7.600647440190231,7.600647440190231,Red,"[{""id"": 3730, ""type"": ""vehicle.dodge.charger_2020"", ""relative_xy_m"": [-4.659225424324879, -2.740436904250612], ""relative_velocity_xy_mps"": [-10.134441518859012, 0.024408891568935307], ""distance_m"": 5.40540248093091}]"
2,2084,0,C,Failed - Agent deviated from the route,first_ego_offroute_3m,319,B_same_progress,405,20.300000302493572,-1382.18212890625,5321.8896484375,8.538745641915389,1.0499701441700697,34,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1382.1562494574985, 5321.847933966811]","[-1381.1680739446172, 5321.90180249283]",0.9896426942860097,5.0,1,4,-0.400521457195282,"[-1377.67278273907, 5312.294679065885]","[-1377.7925206034097, 5304.478832992168]",0.17141614965340174,10.84947131539043,0.22274493036390305,18.665420496031157,Red,"[{""id"": 154, ""type"": ""traffic.stop"", ""relative_xy_m"": [-3.617058153457717, 3.8860834501899193], ""relative_velocity_xy_mps"": [-8.538745641915389, 1.0448604410428817], ""distance_m"": 5.3089315560981705}]"
2,2084,0,C,Failed - Agent deviated from the route,official_terminal,410,deviation,410,20.550000306218863,-1347.785400390625,5323.12744140625,6.645348805298996,30.1965235619029,39,44,2.6695063915864487e-10,"[-1377.487060547135, 5313.930175782053]","[-1377.487060547135, 5313.930175782053]","[-1347.7808407039488, 5323.113066409328]","[-1346.9575828918653, 5323.241298604435]",0.8331848060414926,5.0,1,4,-6.013559323037043e-05,"[-1336.3000627905103, 5323.029981158432]","[-1334.4782763251549, 5323.060573076291]",41.53194840025483,0.0774853509287297,43.342933429529644,0.04527793925168217,Red,"[{""id"": 3666, ""type"": ""traffic.speed_limit.30"", ""relative_xy_m"": [-9.39386960705615, 2.601360432257037], ""relative_velocity_xy_mps"": [-6.645348805298996, -0.0010205371295948854], ""distance_m"": 9.747402848599506}]"
