examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
prior [cinque],pooled,1.165,1081,49,147,0.482,0.355,0.6023,0.482,0,4045,0.06947,0.05006,0.05052,3176,0.3347
Q9b pair grid s0 [cinque],pooled,1.903,1081,49,147,0.5948,0.5079,0.6761,0.5948,0,4045,0.1009,0.05006,0.05183,3176,0.4629
Q9b pair grid s1 [cinque],pooled,1.941,1081,49,147,0.6984,0.6277,0.7629,0.6984,0,4045,0.06527,0.05006,0.04758,3176,0.5323
Q9b pair grid s2 [cinque],pooled,2.126,1081,49,147,0.6004,0.5278,0.6723,0.6004,0,4045,0.04153,0.05006,0.05155,3176,0.4526
Q9b hard grid [cinque],pooled,2.587,1081,49,147,0.2488,0.1719,0.332,0.2488,0,4045,0.01582,0.05006,0.07097,3176,0.1867
Q9b pair pooled-linear [cinque],pooled,1.384,1081,49,147,0.519,0.4088,0.6237,0.519,0,4045,0.09642,0.05006,0.055,3176,0.409
prior [lebowski],pooled,1.17,1081,49,147,0.4514,0.3354,0.5617,0.4551,0.0037,4045,0.08999,0.05006,0.05158,3176,0.339
Q9b pair grid s0 [lebowski],pooled,2.089,1081,49,147,0.5153,0.4246,0.6063,0.5153,0,4045,0.04944,0.05006,0.04986,3176,0.4019
Q9b pair grid s1 [lebowski],pooled,2.035,1081,49,147,0.6503,0.5721,0.7242,0.6503,0,4045,0.06625,0.05006,0.05572,3176,0.4799
Q9b pair grid s2 [lebowski],pooled,1.995,1081,49,147,0.642,0.5696,0.7125,0.642,0,4045,0.07046,0.05006,0.0522,3176,0.4986
Q9b hard grid [lebowski],pooled,2.43,1081,49,147,0.2387,0.1531,0.3311,0.2387,0,4045,0.0403,0.05006,0.06813,3176,0.1698
Q9b pair pooled-linear [lebowski],pooled,1.35,1081,49,147,0.5217,0.4203,0.6152,0.5217,0,4045,0.1145,0.05006,0.05243,3176,0.4195
