route,variant,segment,frame,station_m,sim_time,trajectory_updated,emitted_rate_abs,raw_rate_abs,steer,raw_steer,limited,pose_heading_error_deg,pose_error_m,rejoin_concern
17563,baseline-max,1,2364,38.29372542689829,8.25000012293458,True,2.0000000000000004,2.1934517692775,0.14139051449029644,0.15106310309830423,True,0.4597785379516495,0.25846588506534535,False
17563,baseline-max,1,2352,34.67921322846006,7.650000113993883,True,2.0,2.1992759625656584,-0.4976910215972984,-0.5076548198740535,True,-0.3621042365601938,0.12734962929606355,False
17563,baseline-max,1,2356,35.87583266738266,7.850000116974115,True,2.0,3.0751642784679896,-0.3020604500934612,-0.24830223536900192,True,-0.2801617225583447,0.21407449327921016,False
17563,baseline-max,1,2372,40.64463170759089,8.650000128895044,True,2.0,2.338903353752541,0.4444510129256792,0.4613961808658089,True,0.6265575449298386,0.26035219367036744,False
17563,baseline-max,1,2376,42.10922928335385,8.850000131875277,True,2.0,2.9543677954951733,0.24290121783010749,0.1951828273442894,True,0.4673202830809282,0.2712512787802978,False
17563,baseline-max,2,2500,79.3049404078358,15.050000224262476,True,2.0,3.352488951005095,-0.35472423326627844,-0.422348681824216,True,-0.31424475492719106,0.08859435426471787,False
17563,baseline-max,2,2508,81.59213560679912,15.45000023022294,True,2.0,2.622608032666829,-0.3477858663044385,-0.3166554642072179,True,-0.3893900781800252,0.227673191764044,False
17563,baseline-max,2,2512,82.76979202038544,15.650000233203173,True,2.0,2.7339706803265202,-0.16035413121076886,-0.12365559664759206,True,0.005808190970593041,0.15678858305624827,False
17563,baseline-max,2,2520,85.2466958610857,16.050000239163637,True,2.0,3.318384497141728,0.2621582549723125,0.3280774808116719,True,0.6068934201097401,0.27173494868558534,False
17563,baseline-max,2,2521,85.5479954464158,16.100000239908695,False,2.0,0.962416746368362,0.3621582564624286,0.37619831884714633,True,0.607293541711637,0.2560481827642178,False
17563,short-max,1,2963,34.675033351575735,7.650000113993883,True,2.0,2.246611713735095,-0.4934715915742747,-0.5058021774447695,True,-0.40225951947081234,0.13185553997128682,False
17563,short-max,1,2967,35.872793548561475,7.850000116974115,True,2.0,3.1212529977427166,-0.2979518841017363,-0.24188923337920187,True,-0.31883825328936616,0.22133320067549073,False
17563,short-max,1,2983,40.641813439954575,8.650000128895044,True,2.0,2.4080256394501243,0.4431150129316687,0.4635162952081777,True,0.5604576817020922,0.2615037833485429,False
17563,short-max,1,2987,42.09860821893708,8.850000131875277,True,2.0,2.860502104598682,0.23868331546686034,0.1956582095958022,True,0.39485421896712786,0.2728279381110074,False
17563,short-max,1,2975,38.29083937377997,8.25000012293458,True,1.9199990780808691,1.9199990780808691,0.13508683178455386,0.13508683178455386,False,0.40025531282344673,0.26247060899268454,False
17563,short-max,2,3111,79.28958962070844,15.050000224262476,True,2.0,3.2400652783628248,-0.35316859264637035,-0.4151718574884322,True,-0.36412753178071366,0.08818806793073314,False
17563,short-max,2,3119,81.58265135999339,15.45000023022294,True,2.0,2.6478434187597815,-0.34273589612836564,-0.3103437247076956,True,-0.42118635331991333,0.23370039839903703,False
17563,short-max,2,3123,82.76200777003397,15.650000233203173,True,2.0,2.663865557102945,-0.15785939934423487,-0.12466612099446925,True,-0.025288549725180454,0.16342939545885576,False
17563,short-max,2,3139,87.87788105743961,16.4500002451241,True,2.0,4.20026954369761,0.2691430950561556,0.15912961623194652,True,0.48923843824960633,0.07222615469458227,False
17563,short-max,2,3140,88.15034944737768,16.50000024586916,False,2.0,0.08237291588866096,0.16914309356603946,0.16324826208775217,True,0.3444914727662496,0.0195914495387882,False
24240,baseline-max,1,519,57.28981525943394,9.250000137835741,True,0.5467877588801362,0.5467877588801362,-0.030439581853254325,-0.030439581853254325,False,0.018493506846292668,0.06754727280198221,False
24240,baseline-max,1,455,31.993136272203373,6.050000090152025,True,0.34795254428556827,0.34795254428556827,-0.06729101238683166,-0.06729101238683166,False,-0.04353088877792667,0.12971637575277617,False
24240,baseline-max,1,535,63.671401436126665,10.05000014975667,True,0.3109418521032174,0.3109418521032174,-0.05869782634593741,-0.05869782634593741,False,0.0089762844205642,0.05925018919350931,False
24240,baseline-max,1,479,41.421384475155584,7.250000108033419,True,0.29740537640056586,0.29740537640056586,-0.05447266799426477,-0.05447266799426477,False,0.001968397716552179,0.08330606553346538,False
24240,baseline-max,1,435,24.202141377953826,5.050000075250864,True,0.22894649583843535,0.22894649583843535,-0.06840205201100585,-0.06840205201100585,False,-0.07370201870812723,0.03305050349883233,False
24240,short-max,1,1021,63.6781531579907,10.05000014975667,True,0.5197145077336868,0.5197145077336868,-0.06603213427972682,-0.06603213427972682,False,0.012435505248397302,0.05836213988490954,False
24240,short-max,1,1005,57.2945686392196,9.250000137835741,True,0.46052160045927987,0.46052160045927987,-0.03235551518090171,-0.03235551518090171,False,0.023017856681914552,0.06774892233170232,False
24240,short-max,1,921,24.200795281899822,5.050000075250864,True,0.4262045357804695,0.4262045357804695,-0.07811889489106832,-0.07811889489106832,False,-0.07638669447396707,0.03320630773175023,False
24240,short-max,1,937,30.426192395373434,5.850000087171793,True,0.4100918905551729,0.4100918905551729,-0.08795288789910907,-0.08795288789910907,False,-0.019401507291242112,0.09596484589133412,False
24240,short-max,1,957,38.266015129594294,6.850000102072954,True,0.3989546197939159,0.3989546197939159,-0.08944324279370229,-0.08944324279370229,False,-0.010361546224188214,0.036821552235752814,False
26966,baseline-max,1,1450,37.94735913783186,6.850000102072954,True,1.1686163888732874,1.1686163888732874,0.2665179818535887,0.2665179818535887,False,0.011456944276666454,0.49766111478062985,False
26966,baseline-max,1,1446,36.49130910022947,6.650000099092722,True,0.9729458911438852,0.9729458911438852,0.3311032391338235,0.3311032391338235,False,0.1767516554111699,0.37023310145783644,False
26966,baseline-max,1,1466,43.87742477884061,7.650000113993883,True,0.9463097747914242,0.9463097747914242,0.11511236262988755,0.11511236262988755,False,-0.19040081951763968,0.43820065472528663,False
26966,baseline-max,1,1430,30.448034036925794,5.850000087171793,True,0.8563716119902057,0.8563716119902057,0.252301992767038,0.252301992767038,False,0.3476087417148535,0.11708199734756655,False
26966,baseline-max,1,1428,29.66842761486662,5.750000085681677,False,0.7313360008051272,0.7313360008051272,0.18155425148611706,0.18155425148611706,False,0.2518972637954897,0.09579226706198762,False
26966,short-max,1,1869,30.448203846034215,5.850000087171793,True,1.9999999999999996,2.255358930648647,0.28968660636422827,0.3024545530869179,True,0.3546699082235642,0.10349766956521468,False
26966,short-max,1,1865,28.888863995898976,5.650000084191561,True,1.8085745506715336,1.8085745506715336,0.11520061372636767,0.11520061372636767,False,0.0473579680572903,0.09799270579531039,False
26966,short-max,1,1873,31.986975055719096,6.050000090152025,True,1.362979565735969,1.362979565735969,0.4003778450548979,0.4003778450548979,False,0.5371981207009117,0.1497091103158603,False
26966,short-max,1,1905,43.82643483801351,7.650000113993883,True,1.2126062992277484,1.2126062992277484,0.10870850755251593,0.10870850755251593,False,-0.16565607470478025,0.4377657355053414,False
26966,short-max,1,1889,37.858049092070075,6.850000102072954,True,0.9468161333451597,0.9468161333451597,0.2635975750788634,0.2635975750788634,False,-0.030269702665995317,0.515425106895551,False
