token,ade_a,same_a,ade_b,same_b
ef5dcc2415915678,0.0,True,0.0,True
a18d2b32f8415373,0.0,True,0.2912430167198181,False
46aea2dcb1485353,0.0,True,0.26110464334487915,False
1288b2d19d695376,0.0,True,0.0,True
03d4ec82e7ac5804,0.0,True,0.06768789142370224,False
a071167fdae35f84,0.0,True,0.0,True
8d0806dc9c865904,0.0,True,0.0,True
447650d1d57c58b7,0.0,True,0.14625214040279388,False
f84819b5dc2a5130,0.0,True,0.0,True
d93832e29afa5f8b,0.0,True,0.0,True
9940f912e66a5918,0.0,True,0.0,True
0a08850db6e35ab7,0.0,True,0.0,True
c447b75808ee5ea6,0.0,True,0.0,True
63c1254fe8ef5145,0.0,True,0.0,True
888913e0978f559b,0.0,True,0.0,True
4e12d62c42575ac3,0.0,True,0.1565745323896408,False
e95b2a30d9f456e2,0.0,True,0.0,True
008d66a74c275479,0.0,True,0.0,True
dbf083df3f5c55d7,0.0,True,0.0,True
d11fc492a41e5279,0.0,True,0.4029683470726013,False
0839e30e439d511f,0.0,True,0.0,True
ab1fd108d5885b58,0.0,True,0.0,True
bae8f15e2e5b5328,0.0,True,0.3254719376564026,False
d032dcd4015e5cee,0.0,True,0.5850229263305664,False
a52bce0753d8563e,0.0,True,0.0,True
7f9f4661a4875959,0.0,True,0.0,True
2b5dabfa534156c0,0.0,True,0.0,True
2bae2509df025832,0.0,True,0.3014814257621765,False
ba8af38306035c11,0.0,True,0.7284611463546753,False
d9953ee7b30f5ac3,0.0,True,0.8498092889785767,False
8ba3e54303a352c8,0.0,True,0.0,True
812a8e70ad07507d,0.0,True,0.0,True
