token,ade_a,same_a,ade_b,same_b
3813108829ab54c2,0.0,True,0.0,True
35f226ec4cac52fc,0.0,True,0.0,True
decd6b1dd7f65e1e,0.0,True,0.0,True
33c05d622bbe59a8,0.0,True,0.0,True
3bf2974c80c55503,0.0,True,0.0,True
43cfa12f279355aa,0.0,True,0.0,True
40688677dc5e5d16,0.0,True,0.8007615208625793,False
bf0fa6fe20b5587f,0.0,True,0.0,True
8b0d50e645eb5ac7,0.0,True,0.9655216336250305,False
21e4dfb3741d529f,0.0,True,0.0,True
f2592c08589e5398,0.0,True,1.556950330734253,False
db817c126780531f,0.0,True,0.0,True
6a0cdff04e6b596e,0.0,True,0.0,True
3862c9ed94ab5f90,0.0,True,1.2135862112045288,False
55a63ecf2e985abe,0.0,True,0.0,True
a2047f9cb3865b75,0.0,True,0.8214854001998901,False
10209c0e885f5162,0.0,True,0.0,True
fce752b25ce55380,0.0,True,0.0,True
d3a9acba43a05b83,0.0,True,0.0,True
7b095ec7e3f95c4a,0.0,True,0.0,True
0fde069313a35062,0.0,True,0.0,True
42d2414f92c651bf,0.0,True,0.12639418244361877,False
e95b2a30d9f456e2,0.0,True,0.0,True
e194cef299cf5264,0.0,True,0.0,True
7fa739c174a55eaa,0.0,True,0.17433345317840576,False
24179dca21ec5427,0.0,True,0.0,True
be7c407443f15fec,0.0,True,0.5870950818061829,False
15d9ac47a2e05a2b,0.0,True,0.0,True
03a97a30526b5c14,0.0,True,0.0,True
4d6f4dbf01c2567c,0.0,True,0.9886940121650696,False
b4d19eea031f50ac,0.0,True,0.2568139433860779,False
e90b4ad6e7905adf,0.0,True,0.0,True
06c9339fdc3e5404,0.0,True,1.2562506198883057,False
7d22e4c9e8605ed2,0.0,True,0.0,True
986ebb8642ae5b64,0.0,True,0.9347437024116516,False
2d0517c112625a09,0.0,True,0.6487906575202942,False
b81c602d68a25e90,0.0,True,1.7168264389038086,False
cd701e198d595e2b,0.0,True,0.31183868646621704,False
09cd7b3746d65a79,0.0,True,0.0,True
ad8f9de7692d5f59,0.0,True,0.3416692316532135,False
ea1c363c888b59c7,0.0,True,0.0,True
23fb1660b6985e05,0.0,True,0.26003509759902954,False
6d9b7998b38a52a3,0.0,True,0.0,True
a452d968db965d77,0.0,True,0.0,True
85c0017516e95fdc,0.0,True,0.0,True
69976d75e3a5521e,0.0,True,0.0,True
4280b7024092550c,0.0,True,0.20896029472351074,False
f42bdbb0a30c5854,0.0,True,0.0,True
e83be8437b0c5862,0.0,True,0.0,True
21bc638f113e5f63,0.0,True,0.0,True
ca7c752bcdfa5e4d,0.0,True,1.3867384195327759,False
e0b92501aa5051b1,0.0,True,0.0,True
3a14515e4e305499,0.0,True,0.0,True
51fd85d11ea75120,0.0,True,0.0,True
77412f2abf325814,0.0,True,0.0,True
3968f1bc11085a70,0.0,True,0.0,True
cf62911d4c7c541c,0.0,True,0.0,True
60a62673dd78534c,0.0,True,0.8903433084487915,False
e0416692bc5251ba,0.0,True,0.15050455927848816,False
5b7d7e1a42c95cd7,0.0,True,0.0,True
f51a75fadd695f06,0.0,True,0.0,True
80dea9d7cb445906,0.0,True,0.970779299736023,False
241098fe619c5de0,0.0,True,0.0,True
59cc5d51c60d5a1d,0.0,True,0.0,True
f18ef27ec008527a,0.0,True,0.0,True
ff9d7c14934b541e,0.0,True,0.0,True
f740386a50c45238,0.0,True,0.0,True
13fcbcdacbe35755,0.0,True,0.0,True
da0aac1f6c225eca,0.0,True,0.8162555694580078,False
1cff6bb966075bc7,0.0,True,0.3953091502189636,False
0370ac4af44a5bfc,0.0,True,0.0,True
dc2a5d567a8e5f17,0.0,True,0.0,True
f40172a8fb1a54ee,0.0,True,0.0,True
a7d3e71b8ca456a9,0.0,True,0.7721729278564453,False
e9d7cc484394548f,0.0,True,0.0,True
f4d869c13a015a28,0.0,True,0.0,True
b7f26baef02d54ea,0.0,True,0.0,True
200c447283ed50eb,0.0,True,0.5394488573074341,False
1c064ec24fa15900,0.0,True,0.3700571656227112,False
2d7bc87644e85744,0.0,True,1.9871227741241455,False
eb430bd4f0095c28,0.0,True,0.0,True
e9597ce7a5a7589b,0.0,True,0.0,True
b387a02b67e45a4b,0.0,True,0.37291619181632996,False
bd4be260be50516f,0.0,True,0.0,True
b961186653e45dc2,0.0,True,0.0,True
46f4d9ea67c75a76,0.0,True,0.0,True
674e6f0f529a51f7,0.0,True,0.0,True
12fac37cef195384,0.0,True,1.0495911836624146,False
c6c94bd6691c5008,0.0,True,0.0,True
39b4d546300958ad,0.0,True,0.0,True
83d9a73b7a3650c7,0.0,True,0.0,True
68a3518b15a75c25,0.0,True,0.0,True
7c8dfd86366157b2,0.0,True,0.41292136907577515,False
65caa24efb4556af,0.0,True,0.0,True
bf6e5d04e0d7576e,0.0,True,0.0,True
d37242b32b51586b,0.0,True,0.44845980405807495,False
7291b74b016d5672,0.0,True,0.0,True
03c0cf33d2105598,0.0,True,0.0,True
efe0cf18491855e6,0.0,True,0.0,True
96a228d4d055523a,0.0,True,0.0,True
fb8f21990ffb52d5,0.0,True,0.8230862617492676,False
5798a6e25f2553e4,0.0,True,0.0,True
9b4a82c95856552f,0.0,True,0.46678394079208374,False
ef34a4f536c5598c,0.0,True,0.0,True
69bedd73861656f1,0.0,True,0.0,True
0c267e7911165e9f,0.0,True,0.0,True
7d664c7260d45737,0.0,True,0.41468262672424316,False
308e246a1d995edd,0.0,True,0.0,True
f1b71a95642b5da2,0.0,True,0.0,True
7682ed33c75a5116,0.0,True,0.46601706743240356,False
6d9c2a30a6435937,0.0,True,0.0,True
667360ba7d595e46,0.0,True,0.0,True
ea93b5b81d425814,0.0,True,0.5386127233505249,False
c16f84d1251552af,0.0,True,0.0,True
9d87610ffed85509,0.0,True,0.0,True
7fcd3691c57b5f49,0.0,True,0.0,True
19a595ad0fe35941,0.0,True,0.0,True
9fb8affb5c295640,0.0,True,0.0,True
5b6e0702773c5bdb,0.0,True,0.2048773318529129,False
0bcebe354a715163,0.0,True,0.0,True
eeb4b973450f50e9,0.0,True,1.866136908531189,False
c038901b4a0259ab,0.0,True,0.0,True
317f5b44a4615e30,0.0,True,0.0,True
e1540b19efec5d97,0.0,True,0.0,True
a98e0fd4eee7534a,0.0,True,0.0,True
e4ae770961c15455,0.0,True,0.0,True
4b5f475a2afc5ed0,0.0,True,0.0,True
e3eaafd948b15069,0.0,True,0.0,True
91416eb4bba85377,0.0,True,0.0,True
9c13995a8a285f90,0.0,True,0.6377493143081665,False
15f1c723f81a50b2,0.0,True,0.0,True
efeac78f0da05463,0.0,True,0.0,True
314f25442fd753b4,0.0,True,0.0,True
fcb6bd60c8905c79,0.0,True,0.0,True
655c3f17ee2d5683,0.0,True,0.0,True
8e785a7a6df95636,0.0,True,0.47167620062828064,False
0cb87152ed5e5ca1,0.0,True,0.14638490974903107,False
c2ddfc9b18815c97,0.0,True,1.353840947151184,False
3a0e2f53c9585e94,0.0,True,0.0,True
b2b801ee99c95758,0.0,True,0.0,True
caa0f73288d75ba7,0.0,True,2.062267780303955,False
e3194cb3328b512f,0.0,True,0.7851734161376953,False
7084e524e59c50ab,0.0,True,0.0,True
da888593e9a0518c,0.0,True,0.43087464570999146,False
24acfb08c5ef55f5,0.0,True,0.0,True
8fb6a2364e0c53f9,0.0,True,0.0,True
54c208abe15c56e5,0.0,True,0.0,True
a99b2322093b5c13,0.0,True,0.5685326457023621,False
0e479a9039ef5c10,0.0,True,0.4835502505302429,False
135337bf847b5726,0.0,True,0.2886108160018921,False
deb16bb9771a582a,0.0,True,0.0,True
