token,ade_a,same_a,ade_b,same_b
ef5dcc2415915678,0.0,True,0.0,True
a18d2b32f8415373,0.0,True,0.3634752631187439,False
46aea2dcb1485353,0.0,True,0.9653558135032654,False
1288b2d19d695376,0.0,True,0.008049055933952332,False
03d4ec82e7ac5804,0.0,True,0.29594993591308594,False
a071167fdae35f84,0.0,True,0.6839650869369507,False
8d0806dc9c865904,0.0,True,0.02722478099167347,False
447650d1d57c58b7,0.0,True,0.02989899553358555,False
f84819b5dc2a5130,0.0,True,0.0,True
d93832e29afa5f8b,0.0,True,0.8998726010322571,False
9940f912e66a5918,0.0,True,0.012027246877551079,False
0a08850db6e35ab7,0.0,True,2.8304004669189453,False
c447b75808ee5ea6,0.0,True,0.31929653882980347,False
63c1254fe8ef5145,0.0,True,0.0,True
888913e0978f559b,0.0,True,0.027694638818502426,False
4e12d62c42575ac3,0.0,True,0.012936300598084927,False
e95b2a30d9f456e2,0.0,True,1.1290898323059082,False
008d66a74c275479,0.0,True,0.0,True
dbf083df3f5c55d7,0.0,True,0.0,True
d11fc492a41e5279,0.0,True,0.023755697533488274,False
0839e30e439d511f,0.0,True,0.0,True
ab1fd108d5885b58,0.0,True,0.9787094593048096,False
bae8f15e2e5b5328,0.0,True,0.25526654720306396,False
d032dcd4015e5cee,0.0,True,0.0,True
a52bce0753d8563e,0.0,True,0.0,True
7f9f4661a4875959,0.0,True,0.994840145111084,False
2b5dabfa534156c0,0.0,True,0.0,True
2bae2509df025832,0.0,True,0.0,True
ba8af38306035c11,0.0,True,0.5543816089630127,False
d9953ee7b30f5ac3,0.0,True,0.32356998324394226,False
8ba3e54303a352c8,0.0,True,0.6578605771064758,False
812a8e70ad07507d,0.0,True,0.0,True
