route_id,variant,preset,role,source_dir,frame,sim_time,elapsed_s,signed_speed_mps,reference_speed_mps,cross_track_m,endpoint_error_m,gear,throttle,brake,steer,controller_reason,integral_effort,integration_limited
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,314,15.603431831812486,0.0,0.0,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.07099443540462463,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,315,15.653431832557544,0.05000000074505806,-4.974654075340368e-06,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.07136123184019613,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,316,15.703431833302602,0.10000000149011612,3.846695472020656e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.0710821790165742,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,317,15.75343183404766,0.15000000223517418,-5.852859885635553e-06,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.07136314346346616,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,318,15.803431834792718,0.20000000298023224,1.718413841444999e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.05852975759227104,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,319,15.853431835537776,0.2500000037252903,1.4194429240887985e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.0672292648138115,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,320,15.903431836282834,0.30000000447034836,1.1348697626090143e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.06734388709355509,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,321,15.953431837027892,0.3500000052154064,-1.1498319508973509e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.06730205477480458,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,322,16.00343183777295,0.4000000059604645,-1.4328400538943242e-05,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.029085802457764473,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,323,16.05343183851801,0.45000000670552254,-6.301261237240396e-07,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.05486725029972398,tracking,0.0,True
1773,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773/pi/carla,324,16.103431839263067,0.5000000074505806,-2.9058692234684713e-06,8.0,-9.271603405633768e-05,136.3888452375931,0,0.75,0.0,-0.05417715976736488,tracking,0.0,True
