route_id,variant,preset,role,source_dir,start_frame,end_frame,duration_s,minimum_speed_mps
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2138,2149,0.5500000081956387,4.992170333862305
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2161,2172,0.5500000081956387,4.984681129455566
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2184,2195,0.5500000081956387,5.000048637390137
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2208,2220,0.6000000089406967,4.985233783721924
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2232,2244,0.6000000089406967,4.9865570068359375
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2256,2268,0.6000000089406967,4.971440315246582
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2280,2291,0.5500000081956387,4.9841156005859375
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2304,2315,0.5500000081956387,4.9902567863464355
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2327,2338,0.5500000081956387,5.0071892738342285
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2350,2362,0.6000000089406967,4.992543697357178
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2375,2386,0.5500000081956387,5.010711669921875
1773-speed6,pi,carla,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/carla,2399,2410,0.5500000081956387,5.017564296722412
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,404,415,0.5500000081956387,4.996923923492432
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,427,437,0.5000000074505806,5.069204330444336
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,449,459,0.5000000074505806,5.0190534591674805
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,471,481,0.5000000074505806,5.061257362365723
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,492,503,0.5500000081956387,5.039910793304443
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,514,525,0.5500000081956387,4.959249496459961
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,536,547,0.5500000081956387,5.044107913970947
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,558,570,0.6000000089406967,5.002030849456787
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,581,591,0.5000000074505806,4.992688179016113
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,603,613,0.5000000074505806,4.996225833892822
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,625,635,0.5000000074505806,5.0216383934021
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,647,654,0.3500000052154064,5.012077331542969
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,658,658,0.0,5.499603748321533
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,670,681,0.5500000081956387,4.965223789215088
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,693,704,0.5500000081956387,5.003100395202637
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,716,726,0.5000000074505806,5.011263847351074
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,738,748,0.5000000074505806,5.014560222625732
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,759,770,0.5500000081956387,4.999932289123535
1773-speed6,baseline,carla,vendor,/data/runs/b2d/controller/development-v2-speed-diagnostic/1773/carla,782,787,0.2500000037252903,5.026716232299805
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2826,2838,0.6000000089406967,4.965491771697998
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2850,2862,0.6000000089406967,4.96727180480957
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2874,2886,0.6000000089406967,4.9509406089782715
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2898,2910,0.6000000089406967,4.975007057189941
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2922,2934,0.6000000089406967,4.980103969573975
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2946,2957,0.5500000081956387,4.956993579864502
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2969,2981,0.6000000089406967,5.012581825256348
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,2993,3004,0.5500000081956387,5.011054039001465
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3017,3028,0.5500000081956387,5.020819664001465
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3040,3051,0.5500000081956387,4.999172687530518
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3063,3075,0.6000000089406967,5.013981819152832
1773-speed6,pi,pursuit,pi,/data/runs/b2d/controller/development-v3/1773-speed6/pi/pursuit,3087,3099,0.6000000089406967,4.998788356781006
