route_id,variant,preset,cruise_mps,pi_pass,vendor_pass,paired,pi_failed_gates,vendor_failed_gates,newly_failed_gates,full_cte_rms_m_pi,full_cte_rms_m_vendor,full_cte_rms_m_delta,full_cte_p95_m_pi,full_cte_p95_m_vendor,full_cte_p95_m_delta,moving_cte_rms_m_pi,moving_cte_rms_m_vendor,moving_cte_rms_m_delta,cruise_speed_rms_mps_pi,cruise_speed_rms_mps_vendor,cruise_speed_rms_mps_delta,endpoint_error_m_pi,endpoint_error_m_vendor,endpoint_error_m_delta,stop_hold_displacement_m_pi,stop_hold_displacement_m_vendor,stop_hold_displacement_m_delta,cruise_signed_speed_std_mps_pi,cruise_signed_speed_std_mps_vendor,cruise_signed_speed_std_mps_delta,cruise_signed_speed_p95_minus_p5_mps_pi,cruise_signed_speed_p95_minus_p5_mps_vendor,cruise_signed_speed_p95_minus_p5_mps_delta,cruise_under_by_half_mps_fraction_pi,cruise_under_by_half_mps_fraction_vendor,cruise_under_by_half_mps_fraction_delta,underspeed_episodes_at_least_025s_pi,underspeed_episodes_at_least_025s_vendor,underspeed_episodes_at_least_025s_delta
1773,pi,carla,8.0,True,True,True,,,,0.03551547798878035,0.037118082090734326,-0.0016026041019539736,0.06822591241197039,0.06841705442582573,-0.0001911420138553388,0.039883952012612515,0.0394632905468169,0.00042066146579561314,0.10161168795309083,0.22769226746084317,-0.12608057950775234,0.1216069193887405,0.15797066461132953,-0.03636374522258902,0.0009753024054258085,0.000619475465802344,0.0003558269396234645,0.06372492111299558,0.15952807941637465,-0.09580315830337907,0.20046734809875488,0.45555870532989484,-0.25509135723113996,0.0,0.0,0.0,0,0,0
1773,pi,pursuit,8.0,True,True,True,,,,0.0429450121594597,0.04230393577958821,0.0006410763798714927,0.0717571947702162,0.0715056215947536,0.0002515731754626077,0.04366621573433196,0.043291647193192874,0.00037456854113908367,0.10144857132576635,0.2230767251716312,-0.12162815384586487,0.13292083999021198,0.19257334860083433,-0.05965250861062235,0.000538882945656875,0.0004958216312455485,4.3061314411326564e-05,0.06358209046430062,0.157601848860035,-0.09401975839573438,0.2011270523071289,0.44884252548217773,-0.24771547317504883,0.0,0.0,0.0,0,0,0
1773,pi-max,pursuit,8.0,True,True,True,,,,0.04706237054577092,0.04547082425782011,0.0015915462879508083,0.08261679326280273,0.08292990238106394,-0.00031310911826121224,0.04911320157291974,0.048544863536896174,0.0005683380360235676,0.10132683094036013,0.21996501177643032,-0.1186381808360702,0.16671084665385694,0.18784860647168947,-0.02113775981783253,0.0009708744798174074,0.0009714331379453773,-5.58658127969877e-07,0.06322617854232258,0.153670197633952,-0.09044401909162943,0.19911997318267805,0.43330812454223633,-0.23418815135955828,0.0,0.0,0.0,0,0,0
1773-speed6,pi,carla,6.0,False,False,True,cruise_speed,cruise_speed,,0.03565836863728957,0.04539125868105484,-0.00973289004376527,0.07905970291745024,0.07800254099091798,0.0010571619265322546,0.03903417172753753,0.04250453029461849,-0.0034703585670809584,0.5522802423297765,0.6284915311465784,-0.07621128881680195,0.14512100007217002,0.09178260847746514,0.05333839159470488,0.0009878291321153583,0.0009837355660835866,4.093566031771736e-06,0.43232424683535875,0.46500493382376284,-0.032680686988404095,1.2735508441925045,1.3080437660217283,-0.03449292182922381,0.39050131926121373,0.5208333333333334,-0.13033201407211964,12,18,-6
1773-speed6,pi,pursuit,6.0,False,False,True,cruise_speed,cruise_speed,,0.04986043940097971,0.060564178877810335,-0.010703739476830627,0.08771939739621784,0.10640252909380496,-0.01868313169758712,0.0462260153842628,0.047739769334128795,-0.001513753949865998,0.6393953774544832,0.6916927963157463,-0.052297418861263156,0.07801451696749787,0.13732985687525326,-0.05931533990775539,0.001226591284551109,0.001000137963153526,0.00022645332139758297,0.4656196713499816,0.5239265545733227,-0.0583068832233411,1.2461305856704712,1.3421968221664429,-0.09606623649597168,0.5284974093264249,0.538860103626943,-0.010362694300518172,16,17,-1
1773-speed6,pi-max,pursuit,6.0,False,,False,cruise_speed,,,0.04765067669907116,,,0.09094397114131424,,,0.04925787525670339,,,0.6271015124556867,,,0.1571438574655699,,,0.0016360096383750808,,,0.47016795728007704,,,1.2835623979568478,,,0.5130208333333334,,,16,,
17563,pi,carla,6.0,True,False,True,,cruise_speed,,0.1963602877494387,0.18611255158692644,0.010247736162512261,0.5398546361568708,0.51516321036181,0.024691425795060784,0.21590848878955907,0.20893179751640165,0.0069766912731574204,0.27448842060056955,0.6389039693870894,-0.3644155487865198,0.09629833594962417,0.25940408532214126,-0.1631057493725171,0.0024207610553824595,0.0014834577212320022,0.0009373033341504573,0.23838299296824159,0.47209884895450505,-0.23371585598626346,0.867912769317627,1.314902806282043,-0.44699003696441597,0.07213114754098361,0.53125,-0.4591188524590164,2,15,-13
17563,pi,pursuit,6.0,True,False,True,,cruise_speed,,0.19690136580796172,0.1954286708006344,0.0014726950073273293,0.44051560063352024,0.45569127365299206,-0.015175673019471814,0.21831159912139797,0.21964674692549277,-0.0013351478040947995,0.39957947898070123,0.6443963143653287,-0.2448168353846275,0.1473918566839636,0.26657390584259105,-0.11918204915862746,0.0016238701122649603,0.0012156507331290446,0.0004082193791359156,0.32690576784603925,0.47019801943687245,-0.1432922515908332,1.0894767999649053,1.2976503372192383,-0.20817353725433296,0.20967741935483872,0.5295950155763239,-0.3199175962214852,5,15,-10
17563,pi-max,pursuit,6.0,False,False,True,cruise_speed,cruise_speed,,0.1337658775941703,0.1543226995945846,-0.02055682200041431,0.30513320881923867,0.38060444643464375,-0.07547123761540508,0.14956050290947487,0.17299077374061564,-0.02343027083114077,0.6565277357143454,0.7547347732038965,-0.09820703748955106,0.18645870628672018,0.2812230822623201,-0.09476437597559995,0.0012089671766423425,0.0008729443455466541,0.0003360228310956884,0.4738879058144082,0.5541955566716652,-0.080307650857257,1.2924833297729492,1.753143692016601,-0.4606603622436518,0.5613496932515337,0.5779816513761468,-0.016631958124613044,14,15,-1
24240,pi,carla,8.0,True,True,True,,,,0.13323065158003375,0.13200230127848128,0.0012283503015524666,0.24622094135712916,0.24391722306062272,0.0023037182965064407,0.15564235106122054,0.1537205379629192,0.0019218130983013337,0.12302663270674603,0.22177933717656934,-0.0987527044698233,0.2074257791706895,0.07952746150361902,0.1278983176670705,0.002295403334427394,0.0004704894194000143,0.0018249139150273794,0.060514221277895144,0.15461438494564542,-0.09410016366775027,0.18443782329559344,0.45012352466583216,-0.2656857013702387,0.0,0.0,0.0,0,0,0
24240,pi,pursuit,8.0,True,True,True,,,,0.10079115978062683,0.09917910721808287,0.0016120525625439586,0.18296230943549344,0.1815314575923397,0.0014308518431537243,0.11771592670518144,0.1142590847609792,0.0034568419442022463,0.12439310186760301,0.24139377530801345,-0.11700067344041044,0.1687829502220149,0.11654655021660816,0.05223640000540673,0.001756137266361469,0.0008108836721467279,0.0009452535942147411,0.06193387834351426,0.1658447131419428,-0.10391083479842853,0.17921161651611328,0.47254037857055664,-0.29332876205444336,0.0,0.0,0.0,0,0,0
24240,pi-max,pursuit,8.0,True,True,True,,,,0.08064373439230672,0.0823043431029986,-0.0016606087106918743,0.16190137689211895,0.16117302726842128,0.0007283496236976661,0.09409520267501569,0.09194665567734785,0.0021485469976678384,0.12242909076555415,0.21980631858473687,-0.09737722781918272,0.16310543529987573,0.08863351255630175,0.07447192274357398,0.0017184978031829416,0.0007571882794989871,0.0009613095236839545,0.060119398673435326,0.15330618829973217,-0.09318678962629684,0.1855158805847168,0.4248318672180176,-0.23931598663330078,0.0,0.0,0.0,0,0,0
26966,pi,carla,8.0,True,True,True,,,,0.2424667225954515,0.24846644971726817,-0.005999727121816678,0.6912552596381056,0.727401589586038,-0.03614632994793232,0.2864713436671997,0.29705247912754595,-0.01058113546034628,0.14895283681746802,0.23800313741945558,-0.08905030060198757,0.12720395786545083,0.23068306712343684,-0.10347910925798601,0.0013457699305312496,0.0006002606383129946,0.000745509292218255,0.06685342132416407,0.16653147994792994,-0.09967805862376587,0.18915638923644984,0.47462995052337664,-0.2854735612869268,0.0,0.0,0.0,0,0,0
26966,pi,pursuit,8.0,False,True,True,full_lateral_p95,,full_lateral_p95,0.34880627509949996,0.3390580384910568,0.00974823660844315,1.002272647086204,0.9729289916915533,0.02934365539465067,0.4144880590734417,0.401782377785193,0.012705681288248727,0.15023734305820358,0.22706521704972318,-0.07682787399151961,0.22073434280805546,0.1536498376291057,0.06708450517894976,0.0018517513036356431,0.000700580976573179,0.001151170327062464,0.06427750298355817,0.1640144582489456,-0.09973695526538742,0.1795232534408573,0.474535655975342,-0.2950124025344847,0.0,0.0,0.0,0,0,0
26966,pi-max,pursuit,8.0,True,True,True,,,,0.25516363456708346,0.2581925807509396,-0.0030289461838561293,0.7642995861742886,0.7638080590769623,0.0004915270973263608,0.3064215225161687,0.3010343374341461,0.0053871850820226275,0.15084241908892712,0.22819898986637002,-0.0773565707774429,0.09321908961322309,0.22794661264158353,-0.13472752302836044,0.0005034491370602047,0.0007527434830099969,-0.0002492943459497922,0.07226601359459167,0.16163583609447252,-0.08936982249988085,0.21589679718017507,0.47379384040832573,-0.25789704322815066,0.0,0.0,0.0,0,0,0
25854,pi,carla,8.0,True,True,True,,,,0.11160890672553377,0.1112825379034118,0.0003263688221219613,0.26647622854798325,0.26753883913040283,-0.0010626105824195764,0.12106973913942745,0.12163199994787371,-0.0005622608084462632,0.10143054095306962,0.21799105025807688,-0.11656050930500726,0.08417633496594921,0.08521787193190614,-0.0010415369659569212,0.0014956570872386662,0.0006983139557220949,0.0007973431315165713,0.06291299056379139,0.15233091531810708,-0.08941792475431569,0.19363055229186976,0.4334353446960444,-0.23980479240417463,0.0,0.0,0.0,0,0,0
25854,pi,pursuit,8.0,True,True,True,,,,0.1133417874339979,0.11167761338248024,0.0016641740515176695,0.2617521246530374,0.26030784360077686,0.001444281052260521,0.12452399537469538,0.1254520017076897,-0.0009280063329943078,0.10175037984762753,0.21859570962847893,-0.11684532978085141,0.07585225235084089,0.045002803793617784,0.03084944855722311,0.0010727924428216762,0.0006199209602554047,0.00045287148256627143,0.06336009579584324,0.15537087712857364,-0.0920107813327304,0.19869217872619682,0.44535584449767995,-0.24666366577148313,0.0,0.0,0.0,0,0,0
25854,pi-max,pursuit,8.0,True,True,True,,,,0.0999855267222277,0.09763866195303848,0.0023468647691892164,0.21304253941997012,0.2158926027944768,-0.0028500633745066895,0.108334510564405,0.1085858027608811,-0.00025129219647609946,0.10162654995573565,0.23808361968057298,-0.13645706972483734,0.07686134764080364,0.05568500891830132,0.021176338722502325,0.0010867335354766616,0.0006065391313423888,0.0004801944041342728,0.06333873017542964,0.16473914634332312,-0.10140041616789348,0.20075778961181712,0.4697914123535156,-0.2690336227416985,0.0,0.0,0.0,0,0,0
