frame,timestamp,arm,desired_speed_mps,desired_recomputed_mps,desired_recompute_error_mps,input_speed_mps,forward_count,native_pid_calls,reason,truth_aligned,speed_truth_mps,speed_3d_mps,speed_error_mps,input_speed_error_mps,accel_lon_mps2,accel_lat_mps2,jerk_lon_mps3,jerk_lat_mps3,jerk_world_norm_mps3,body_accel_lon_derivative_mps3,target_change_rate_mps2,throttle,steer,brake,steer_rate_per_s,steer_saturated,gear,applied_pedals_previous_command_max_diff,native_steer_difference,selected_branch_max_diff,nominal_interval,prediction_present,prediction_fault,raw_speed_finite,raw_waypoints_finite,raw_target_finite,raw_imu_finite,sensor_frames_aligned,model_rgb_hash_present,official_tail_throttle_difference,official_tail_steer_difference,official_tail_brake_difference
1745,0.05000000074505806,native_common,,,,9.30318851449577e-05,0,,initialization_or_missing,True,9.303188514495734e-05,0.14288834596459743,,,-0.0011559981509352557,-0.005244868913261419,,,,,,0.0,0.0,0.0,,False,0,,,,,False,,True,,,True,True,True,0.0,0.0,0.0
1746,0.10000000149011612,native_common,5.857143561045328,5.85714354820172,1.2843607954948766e-08,0.00012689719743686043,1,1,tracking,True,0.00012689719743686024,0.11494525115119593,-5.857016663847891,-5.857016663847891,0.0007594063602284272,0.005158802125287665,0.03795016220220204,0.20806676205889993,1.2993388244503283,0.03830808965243864,,0.75,-0.009349892847239971,0.0,-0.18699785415831424,False,0,0.0,-7.625835553304317e-11,7.625835553304317e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1747,0.15000000223517418,native_common,5.341196457544963,5.341196528817687,-7.127272372287052e-08,8.035755794073406e-05,1,1,tracking,True,8.035755794073391e-05,0.09133502273494902,-5.341116099987022,-5.341116099987022,-0.0008768007543020353,-0.000738735133424385,-0.032986540759875435,-0.11798037874220334,1.737544911120205,-0.03272414180298154,-10.318941916243089,0.75,0.0040069641545414925,0.0,0.26713713605497574,False,0,0.0,9.685046948454401e-11,9.685046948454401e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1748,0.20000000298023224,native_common,4.705178499221802,4.705178456981771,4.224003102848428e-08,6.447531224628377e-05,1,1,tracking,True,6.44753122462837e-05,0.0716980054963429,-4.705114023909555,-4.705114023909555,-0.00028759565817150197,0.003053037086576337,0.011628746690118803,0.07574992719168144,1.5909285137888596,0.011784101747013867,-12.720358976915103,0.75,-0.0031384360045194626,0.0,-0.14290800105172394,False,0,0.0,1.385248469751299e-11,1.385248469751299e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1749,0.2500000037252903,native_common,5.208773612976074,5.208773638755729,-2.577965485528466e-08,3.865417324327514e-05,1,1,tracking,True,3.865417324327508e-05,0.05568405411994121,-5.208734958802831,-5.208734958802831,-0.0004988156240296706,-0.010689222562932284,-0.004320847705527871,-0.27474897031789874,1.4752119324548845,-0.004224399254214918,10.071902125002412,0.75,0.0071179065853357315,0.0,0.20512684874047565,False,0,0.0,1.5582372545064338e-10,1.5582372545064338e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1750,0.30000000447034836,native_common,5.114875396092733,5.114875470831751,-7.47390176414342e-08,4.8653431424739964e-05,1,1,tracking,True,4.8653431424739754e-05,0.04270641773284867,-5.114826742661308,-5.114826742661308,0.00021126714935099523,0.005142919567796358,0.01413660168546626,0.31660537734810407,1.25542864549831,0.014201655255992162,-1.8779643096829688,0.75,0.0031539187766611576,0.0,-0.07927975499213107,False,0,0.0,-4.5946962380638556e-11,4.5946962380638556e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1751,0.3500000052154064,native_common,4.362469514211019,4.362469547321067,-3.311004803663309e-08,5.449527781814544e-05,1,1,tracking,True,5.4495277818145434e-05,0.03299591225787535,-4.3624150189332,-4.3624150189332,0.0001264074575976958,-0.0010653465372224857,-0.0017554394421341584,-0.12422067496862509,1.3124908811009917,-0.00169719380977583,-15.048117413399872,0.75,-0.009859646670520306,0.0,-0.2602713050652846,False,0,0.0,1.4608746157218633e-10,1.4608746157218633e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1752,0.4000000059604645,native_common,4.262930552164713,4.262930544649972,7.514740829606126e-09,5.315983543493949e-05,1,1,tracking,True,5.315983543493941e-05,0.025637162930640032,-4.262877392329278,-4.262877392329278,-2.2853862450054108e-05,0.0028506864665542382,-0.0030079151671604854,0.07833100616947161,0.9439356391773713,-0.002985226356471659,-1.9907792112611908,0.75,-0.0006142350030131638,0.0,0.1849082305947955,False,0,0.0,-2.7060071197682056e-11,2.7060071197682056e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1753,0.45000000670552254,native_common,4.36643648147583,4.366436392097501,8.937832873812113e-08,5.2357606198440566e-05,1,1,tracking,True,5.235760619844047e-05,0.018733856551907097,-4.366384123869632,-4.366384123869632,-9.50467114792308e-06,-0.0030459566709420596,0.00022943858752370877,-0.11793285824436564,0.2170729989079196,0.00026698382206425157,2.0701185553751724,0.75,0.009350529871881008,0.0,0.19929529452815212,False,0,0.0,3.29705837284755e-10,3.29705837284755e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1754,0.5000000074505806,native_common,4.027599573135376,4.02759963024488,-5.710950379267388e-08,4.282079386249779e-05,1,1,tracking,True,4.282079386249779e-05,0.01443861281178156,-4.027556752341513,-4.027556752341513,-0.00018894963923529355,0.0016688403455260442,-0.0036020753302892367,0.09429153382115568,1.0475078910331432,-0.0035888993082686424,-6.776738065827816,0.75,-0.011460554786026478,0.0,-0.4162216869559633,False,0,0.0,2.910982774273485e-10,2.910982774273485e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1755,0.5500000081956387,native_common,3.686325788497925,3.6863258017865945,-1.32886697201684e-08,5.017622239134929e-05,1,1,tracking,True,5.017622239134929e-05,0.010760532549871912,-3.6862756122755336,-3.6862756122755336,0.00014759036484975288,-0.0023184626202198168,0.006727933165610697,-0.07975973242191448,0.25930729450168927,0.006730799981404192,-6.825475591041512,0.75,-0.003943142481148243,0.0,0.15034824385720127,False,0,0.0,1.955209813497838e-10,1.955209813497838e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1756,0.6000000089406967,native_common,3.6891051133473716,3.6891050734925046,3.985486696223006e-08,1.3858503564267787e-05,1,1,tracking,True,1.3858503564267784e-05,0.008289368241199855,-3.6890912548438073,-3.6890912548438073,-0.000725661464270406,0.0005600323221366292,-0.017469766159438963,0.05757376839916596,0.4867823851241503,-0.01746503632215386,0.05558649616063191,0.75,0.0004894105368293822,0.0,0.08865105903854878,False,0,0.0,2.054756668631863e-11,2.054756668631863e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1757,0.6500000096857548,native_common,4.237273931503296,4.237274011674338,-8.017104224933291e-08,6.642570012653056e-05,1,1,tracking,True,6.642570012653054e-05,0.005852858832508788,-4.23720750580317,-4.23720750580317,0.0010518768186074722,0.002773403306759705,0.03554758986563067,0.04426543926186352,0.05836552070375111,0.03555076512780988,10.963376199751451,0.75,-0.004700304474681616,0.0,-0.10379429868356438,False,0,0.0,-1.3403805843026362e-10,1.3403805843026362e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1758,0.7000000104308128,native_common,4.2717048327128095,4.271704754163637,7.854917249972004e-08,0.10238353901679749,1,1,tracking,True,0.10238353901679749,0.10251775998773768,-4.1693212936960125,-4.1693212936960125,2.0463304628681,-0.009559324275168335,40.905671193653575,-0.24665313826454713,40.91284624566803,40.90557111144934,0.6886180139290649,0.75,0.005347408354282379,0.0,0.20095425358482819,False,0,0.0,-2.0180389997959125e-10,2.0180389997959125e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1759,0.7500000111758709,native_common,4.045062144597371,4.04506212876652,1.5830851296527726e-08,0.454866698621721,1,1,tracking,True,0.454866698621721,0.4548945513253807,-3.59019544597565,-3.59019544597565,7.049527569637371,0.08651984297990334,100.06430646153157,1.9220446891370235,100.08387040969761,100.0639406443165,-4.532853694763984,0.75,-0.008741376921534538,0.0,-0.2817757013175532,False,1,0.0,-7.561290482627214e-11,7.561290482627214e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1760,0.800000011920929,native_common,4.3990200360616045,4.39901999197915,4.4082454131455506e-08,0.7650667581091429,1,1,tracking,True,0.7650667581091428,0.7650760410889098,-3.633953277952462,-3.6339532779524615,6.20392381481813,-0.15447649151665252,-16.91046267761957,-4.8386168291491565,17.59005494370593,-16.912074844375276,7.079157723796998,0.75,-0.005631482694298029,0.0,0.0621978836179095,False,1,0.0,-2.333485314698347e-11,2.333485314698347e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
1761,0.850000012665987,native_common,4.458419720331828,4.458419716542605,3.7892231574687685e-09,0.9721749890652219,1,1,tracking,True,0.9721749890652218,0.9721856218897316,-3.4862447312666065,-3.486244731266606,4.1421545369533,-0.008798694856086248,-41.23472393888143,2.893955553176314,41.33788911211826,-41.23538494284148,1.1879936677019864,0.75,-0.00025704639847390354,0.0,0.1074887243147757,False,1,0.0,-7.00652621858644e-12,7.00652621858644e-12,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
