group,route_id,town,scenario,preset,seed,attempt,selected_attempt,retry_count,status,official_status,completion,driving_completed,results_state,partial,capped,harness_capped,official_tick_runtime,ticks,wall_s,all_attempt_wall_s,source_commit,source_directory,vehicle_blocked,route_dev,collisions_layout,collisions_vehicle,collisions_pedestrian,route_timeout,scenario_timeouts,minimum_speed_events,telemetry_quality,tracking_truth_cross_track_m_n,tracking_truth_cross_track_m_rms,tracking_truth_cross_track_m_p90,tracking_truth_cross_track_m_abs_p95,before_collision_truth_cross_track_m_n,before_collision_truth_cross_track_m_rms,before_collision_truth_cross_track_m_p90,before_collision_truth_cross_track_m_abs_p95,tracking_command_speed_error_mps_n,tracking_command_speed_error_mps_rms,tracking_command_speed_error_mps_p90,tracking_command_speed_error_mps_abs_p95,before_collision_command_speed_error_mps_n,before_collision_command_speed_error_mps_rms,before_collision_command_speed_error_mps_p90,before_collision_command_speed_error_mps_abs_p95,tracking_reference_speed_error_mps_n,tracking_reference_speed_error_mps_rms,tracking_reference_speed_error_mps_p90,tracking_reference_speed_error_mps_abs_p95,before_collision_reference_speed_error_mps_n,before_collision_reference_speed_error_mps_rms,before_collision_reference_speed_error_mps_p90,before_collision_reference_speed_error_mps_abs_p95,tracking_pose_error_m_n,tracking_pose_error_m_rms,tracking_pose_error_m_p90,tracking_pose_error_m_abs_p95,before_collision_pose_error_m_n,before_collision_pose_error_m_rms,before_collision_pose_error_m_p90,before_collision_pose_error_m_abs_p95,tracking_raw_pose_error_m_n,tracking_raw_pose_error_m_rms,tracking_raw_pose_error_m_p90,tracking_raw_pose_error_m_abs_p95,before_collision_raw_pose_error_m_n,before_collision_raw_pose_error_m_rms,before_collision_raw_pose_error_m_p90,before_collision_raw_pose_error_m_abs_p95,tracking_pose_heading_error_rad_n,tracking_pose_heading_error_rad_rms,tracking_pose_heading_error_rad_p90,tracking_pose_heading_error_rad_abs_p95,before_collision_pose_heading_error_rad_n,before_collision_pose_heading_error_rad_rms,before_collision_pose_heading_error_rad_p90,before_collision_pose_heading_error_rad_abs_p95,tracking_trajectory_age_s_n,tracking_trajectory_age_s_rms,tracking_trajectory_age_s_p90,tracking_trajectory_age_s_abs_p95,before_collision_trajectory_age_s_n,before_collision_trajectory_age_s_rms,before_collision_trajectory_age_s_p90,before_collision_trajectory_age_s_abs_p95,tracking_controller_step_ms_n,tracking_controller_step_ms_rms,tracking_controller_step_ms_p90,tracking_controller_step_ms_abs_p95,before_collision_controller_step_ms_n,before_collision_controller_step_ms_rms,before_collision_controller_step_ms_p90,before_collision_controller_step_ms_abs_p95
dev10/carla-seed0,17569,Town12,SequentialLaneChange_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,333,34.3,34.3,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,1,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 333, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 333}",333,0.28801636257588437,0.0948413479920532,0.7139888935922265,253,0.23298207498047235,0.10522648075828711,0.605430153623409,333,3.4664866454388403,0.07954582249776189,10.812646844004474,253,3.957395672750221,0.06389689104807425,11.414014395750442,333,3.965508264402202,0.07131030032286252,12.924349194543726,253,4.527992182774172,0.057174209791929116,14.401617082275532,333,0.17332346678890165,0.29237712187523596,0.3281054755878198,253,0.17264759335157656,0.2864113124620237,0.3348114786057594,333,0.774191998184358,1.171645777041724,1.2840323695781528,253,0.7659171134031132,1.154306526419457,1.2772485593325715,333,0.001998037689043943,0.0014181891028049343,0.005006710032094297,253,0.002154280442029622,0.0013246348492413243,0.005384380982894573,333,0.09340087785299964,0.15000000223517418,0.15000000223517418,253,0.09335638853073988,0.15000000223517418,0.15000000223517418,333,0.17085041057119996,0.22008859814377502,0.24372139741899446,253,0.1670825664577441,0.21654599986504763,0.22867299849167458
dev10/carla-seed0,2091,Town12,NonSignalizedJunctionLeftTurn_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,3868,84.7,84.7,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,1,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 3868, ""missing_fields"": {""trajectory_age_s"": 189}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 3868}",3868,0.5756118545809089,0.7864136216116864,0.8491510784818525,112,0.12057946580589732,0.13346052892363175,0.29482960444763817,3679,8.440486264255489,-8.169308893479577,9.338087300850992,112,5.425747454026839,0.03993492079260333,11.933141470555215,3679,8.740606359909732,-8.34401015463179,9.561904504552066,112,6.058807079237937,0.013951481295389749,13.106406197003642,3868,0.1266254530928547,0.19749154322443732,0.22249299750343096,112,0.20188297420731727,0.3292334400888617,0.37913275973202837,3868,0.782223421357379,1.1855902650702514,1.3494744525345075,112,0.7775816671110892,1.1016743023342588,1.237268083928394,3868,0.0010146702007212784,0.0008198102275716935,0.0016825829792039345,112,0.001747834834581798,0.000278726957023734,0.004065688861085581,3679,0.09364852625416144,0.15000000223517418,0.15000000223517418,112,0.09354143606322454,0.15000000223517418,0.15000000223517418,3868,0.16387043205208618,0.2183335014706245,0.23561150064779207,112,0.1621811991879442,0.21004790032748133,0.22578030057047724
dev10/carla-seed0,25378,Town03,YieldToEmergencyVehicle_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,288,11.5,11.5,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,0,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 288, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 288}",288,0.08051311326111779,0.006466910620968399,0.16672092324819043,288,0.08051311326111779,0.006466910620968399,0.16672092324819043,288,3.73624212118442,0.07619793432352095,11.057209388237023,288,3.73624212118442,0.07619793432352095,11.057209388237023,288,4.277595910505434,0.06838362184975964,13.923019050530046,288,4.277595910505434,0.06838362184975964,13.923019050530046,288,0.15898474294205828,0.24303293275393334,0.321131435853689,288,0.15898474294205828,0.24303293275393334,0.321131435853689,288,0.7649067598582201,1.1625291926809316,1.2725643310623884,288,0.7649067598582201,1.1625291926809316,1.2725643310623884,288,0.0007264040802794346,0.0005327904383670923,0.0017441058457160897,288,0.0007264040802794346,0.0005327904383670923,0.0017441058457160897,288,0.09354143606322456,0.15000000223517418,0.15000000223517418,288,0.09354143606322456,0.15000000223517418,0.15000000223517418,288,0.1513184254341146,0.2081100992654683,0.22189489918673638,288,0.1513184254341146,0.2081100992654683,0.22189489918673638
dev10/carla-seed0,25381,Town05,HazardAtSideLane_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,395,15.4,15.4,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,1,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 395, ""missing_fields"": {""trajectory_age_s"": 4, ""trajectory_time"": 4}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 395}",395,0.07688760692840951,0.016390077814630175,0.15070198590521938,223,0.08285360774992395,0.004381781028473823,0.175500196115101,391,3.594740598393819,0.0430093112029617,11.036847513138623,219,4.799046926973218,-0.0017969314782599795,12.907223281288044,391,4.154640425273333,0.03203348214930202,13.343078117553954,219,5.546633867542322,-0.0024534493390613575,16.163991918872075,395,0.14248242125224883,0.20008221286999064,0.2592445749318881,223,0.1703183714834836,0.2442558424594859,0.3314472088709269,395,0.7726555979915413,1.1681356250697705,1.2999704834019858,223,0.7544667853943036,1.101816994986759,1.271872856962316,395,0.0007137992222702054,0.0007423657878382173,0.001749616137915177,223,0.0005909431867201023,0.0005847704310796509,0.0015718253878421497,391,0.09335327535396434,0.15000000223517418,0.15000000223517418,219,0.09320522984667395,0.15000000223517418,0.15000000223517418,395,0.15973411519235634,0.21304679830791434,0.23536919943580856,223,0.16148136773172245,0.21345539789763282,0.23407790104101875
dev10/carla-seed0,25424,Town11,ConstructionObstacleTwoWays_1,carla,0,1,True,0,finished,Failed - TickRuntime,47.26,False,ok,False,True,False,True,4000,53.6,53.6,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,1,0,0,0,0,8,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 4000, ""missing_fields"": {""trajectory_age_s"": 651}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 4000}",4000,0.056262015599459425,0.07754502544890153,0.08014208145851416,158,0.04537906783691781,0.08342234273434031,0.09217892305972929,3349,8.503902430784372,-8.187385970149968,9.322093843767323,158,4.4117446178478765,0.055788195670286304,11.04481688036435,3349,8.792806212120446,-8.325409213614796,9.597701659587377,158,4.887275428143776,0.05449091614649418,12.490002684314206,4000,0.10822561729354485,0.16698177883238993,0.19225978724551857,158,0.14767187959709577,0.23580484994979342,0.27099230152523607,4000,0.6910885188713117,1.0534222739361605,1.222042810598196,158,0.6777929578160508,0.9893906487050751,1.064088326277543,4000,0.000600756535778417,0.0007625074794976869,0.0011574920385279514,158,0.001129214054411805,0.0012852957773333618,0.0017638345228359498,3349,0.09317161475410637,0.15000000223517418,0.15000000223517418,158,0.09303259401457228,0.15000000223517418,0.15000000223517418,4000,0.1440825173695342,0.19749249804590363,0.21213199943304062,158,0.15794354596512153,0.19363409919606062,0.2208093979788828
dev10/carla-seed0,26405,Town15,StaticCutIn_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,387,16.5,16.5,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,0,0,0,0,18,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 387, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 387}",387,0.09632139031029663,0.14186046368202815,0.17405282644750528,387,0.09632139031029663,0.14186046368202815,0.17405282644750528,387,2.8794890188551636,0.062106751751285584,8.94571313368175,387,2.8794890188551636,0.062106751751285584,8.94571313368175,387,3.200951053120256,0.05552347012003732,10.564786099005591,387,3.200951053120256,0.05552347012003732,10.564786099005591,387,0.11923286986867855,0.17837448871882983,0.23033925314156067,387,0.11923286986867855,0.17837448871882983,0.23033925314156067,387,0.6905721478305894,1.0240668538874114,1.1900630717817402,387,0.6905721478305894,1.0240668538874114,1.1900630717817402,387,0.0012521349597232662,0.0014131226453673485,0.0021927705817697428,387,0.0012521349597232662,0.0014131226453673485,0.0021927705817697428,387,0.093351328560172,0.15000000223517418,0.15000000223517418,387,0.093351328560172,0.15000000223517418,0.15000000223517418,387,0.16395385970261944,0.21458340124809186,0.24869479966582728,387,0.16395385970261944,0.21458340124809186,0.24869479966582728
dev10/carla-seed0,27494,Town04,BlockedIntersection_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,469,15.8,15.8,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,1,0,0,0,17,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 469, ""missing_fields"": {""trajectory_age_s"": 7}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 469}",469,0.17555843258597437,0.10753715197723393,0.5245741084605744,161,0.2851075605338659,0.6044147127255939,0.7059496744091245,462,5.918667401690338,0.025564864067449934,8.879892107956072,161,4.2220497588942125,0.041896329621170736,10.584592706518425,462,6.118252625805708,-0.023479599964555356,9.099072950031696,161,4.6283905444732625,0.015153150534557014,11.767619389219764,469,0.14240967579921135,0.20049815757033332,0.2902531623009226,161,0.202860737352118,0.30478200878376843,0.34938457532906736,469,0.7777204503976395,1.1623566888337378,1.2842203325961599,161,0.7675539238097623,1.0923193630413024,1.2662597484698148,469,0.001572449949842248,0.0008345418589967395,0.004243809956681232,161,0.0022418446868654966,0.0009457405997239654,0.005092673160530303,462,0.09336772851116808,0.15000000223517418,0.15000000223517418,161,0.09325048221357184,0.15000000223517418,0.15000000223517418,469,0.15879713412651325,0.21185639998293482,0.24716580082895234,161,0.1631773388762967,0.20703100017271936,0.24740799926803447
dev10/carla-seed0,28198,Town15,SignalizedJunctionLeftTurnEnterFlow_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,253,14.5,14.5,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,0,0,0,0,19,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 253, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 253}",253,0.21385035424748525,0.42895830329517026,0.4515609050290198,253,0.21385035424748525,0.42895830329517026,0.4515609050290198,253,3.1213841764875885,0.07421822424012102,9.32335747947486,253,3.1213841764875885,0.07421822424012102,9.32335747947486,253,3.464302688064956,0.03066909231195219,10.693108707376417,253,3.464302688064956,0.03066909231195219,10.693108707376417,253,0.15463796973845537,0.24893985956407458,0.267345826340908,253,0.15463796973845537,0.24893985956407458,0.267345826340908,253,0.6797162161280593,1.0042379701917232,1.1820488427612494,253,0.6797162161280593,1.0042379701917232,1.1820488427612494,253,0.001418841695766632,0.0016637688883600185,0.002927844864758899,253,0.001418841695766632,0.0016637688883600185,0.002927844864758899,253,0.09335638853073988,0.15000000223517418,0.15000000223517418,253,0.09335638853073988,0.15000000223517418,0.15000000223517418,253,0.1620811834836596,0.20973019854864106,0.23365940069197677,253,0.1620811834836596,0.20973019854864106,0.23365940069197677
dev10/carla-seed0,3255,Town13,ParkingCrossingPedestrian_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,695,50.5,50.5,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,2,1,0,0,21,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 695, ""missing_fields"": {""trajectory_age_s"": 32}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 695}",695,0.07708784437790195,-0.015011350160135458,0.11271358979133109,171,0.06301353771014824,0.008912567868131221,0.10889441481064466,663,6.055106334944389,-0.007435728100362345,8.726776620187849,171,4.800389631669925,0.04630705179836525,12.417635723594355,663,6.319365201634935,-0.014379250020399364,8.947082426707121,171,5.464314310472352,0.04630705179836525,14.612228711669285,695,0.11691358288247684,0.16822356355933,0.20468421867490005,171,0.15079338145606283,0.2379139964941997,0.26980611839154356,695,0.6896040646980113,1.0431830228015397,1.1930976333821586,171,0.6921083615662392,1.0107094707550115,1.134495272568842,695,0.0009678471808396473,0.0012635648674227619,0.0017385225244145538,171,0.0011505446920509472,0.0013232299207004417,0.0018498063130369946,663,0.09334976292731911,0.15000000223517418,0.15000000223517418,171,0.09311063796177531,0.15000000223517418,0.15000000223517418,695,0.1737840466982989,0.23383560037473217,0.25431629910599435,171,0.16836945846865983,0.21264300085022114,0.22812349743617233
dev10/carla-seed0,3514,Town13,ParkingExit_1,carla,0,1,True,0,finished,Completed,100,True,ok,False,False,False,False,415,42.3,42.3,18571c0b71d7218891641f8c6bbc12d4925e8b4c,/data/runs/b2d/controller/dev10/carla-seed0,0,0,0,1,0,0,0,20,"{""invalid_controls"": 0, ""invalid_lines"": 0, ""lines"": 415, ""missing_fields"": {}, ""missing_frames"": 0, ""nonmonotonic_frames"": 0, ""nonmonotonic_time"": 0, ""sensor_frame_mismatch"": 0, ""state"": ""ok"", ""truth_frame_mismatch"": 0, ""valid_rows"": 415}",415,1.0713064753905104,0.07211567154238292,3.122935284950608,27,3.129861710093359,-3.086245137674287,3.1467480636125216,415,4.849925694367662,0.05748927411464067,12.329009259986544,27,14.851367160419548,-11.22916659853441,18.977814938475316,415,5.657466493443498,0.05007792139366211,15.837665031095229,27,17.695700085374405,-14.986174440049627,19.380932646846084,415,0.1283866491036314,0.21297884225138433,0.25292372201787483,27,0.26404491746977676,0.3787759497536957,0.40271969684526077,415,0.6896338991530901,1.0244033630620908,1.1905784399666708,27,0.705027140785332,0.9985411200599386,1.203342211791329,415,0.0050246782301971915,0.0010032277533546191,0.008524226561866879,27,0.004015807811929889,4.8160249992967875e-05,0.006523235956124518,415,0.09336416726808214,0.15000000223517418,0.15000000223517418,27,0.09077852712141761,0.15000000223517418,0.15000000223517418,415,0.18231993365163607,0.22043220014893453,0.24079910072032357,27,0.18524212894664546,0.22285860104602762,0.25395180127816275
