examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
prior [cinque],pooled,1.315,783,48,140,0.005109,0,0.01178,0.005109,0,6032,0.0001658,0.05033,0.04931,2861,0.009613
Q9b pair grid s0 [cinque],pooled,2.997,783,48,140,0.1954,0.1195,0.2723,0.2146,0.01916,6032,0.004476,0.05033,0.05187,2861,0.1654
Q9b pair grid s1 [cinque],pooled,3.104,783,48,140,0.1788,0.1052,0.2571,0.198,0.01916,6032,0.003813,0.05033,0.05319,2861,0.1497
Q9b pair grid s2 [cinque],pooled,3.045,783,48,140,0.1839,0.1117,0.2588,0.1992,0.01533,6032,0.003813,0.05033,0.05183,2861,0.1537
Q9b hard grid [cinque],pooled,3.612,783,48,140,0.01405,0.002389,0.033,0.0166,0.002554,6032,0.0006631,0.05033,0.06943,2861,0.02747
Q9b pair pooled-linear [cinque],pooled,1.358,783,48,140,0.006386,0.001272,0.01333,0.007663,0.001277,6032,0.0003316,0.05033,0.05228,2861,0.0109
prior [lebowski],pooled,1.4,783,48,140,0.02554,0.00146,0.06008,0.03576,0.01022,6032,0.0004973,0.05033,0.05116,2861,0.02316
Q9b pair grid s0 [lebowski],pooled,3.092,783,48,140,0.2018,0.1189,0.2884,0.2158,0.01405,6032,0.004642,0.05033,0.05228,2861,0.1546
Q9b pair grid s1 [lebowski],pooled,3.103,783,48,140,0.2031,0.1186,0.2905,0.2146,0.01149,6032,0.004808,0.05033,0.05224,2861,0.1577
Q9b pair grid s2 [lebowski],pooled,3.027,783,48,140,0.2018,0.12,0.2837,0.212,0.01022,6032,0.004973,0.05033,0.04915,2861,0.1532
Q9b hard grid [lebowski],pooled,3.614,783,48,140,0.00894,0,0.02095,0.00894,0,6032,0.002487,0.05033,0.06135,2861,0.009406
Q9b pair pooled-linear [lebowski],pooled,1.383,783,48,140,0.02937,0.004032,0.06641,0.04087,0.01149,6032,0.0006631,0.05033,0.05137,2861,0.02754
