case,segment,start_frame,end_frame,start_s,end_s,span_s,rows,speed_error_rms,jerk_lon_abs_p95,speed_mean,desired_mean,model_stop_ticks,drive_ticks,low_speed_ticks,low_speed_drive_ticks,target_rule_ticks,arbitration_available_ticks,arbitration_attenuation_mean_deg,target_rule_mismatch_ticks,reverse_guard_ticks,selected_vs_applied_previous_max,steer_saturated_ticks
1773:native_common,fixed_5s_050,3950,4049,50.00000074505806,54.95000081881881,4.950000073760748,100,2.853824951792596,11.465332547188405,0.010662413744324108,2.7787340915203096,0,99,100,99,99,100,20.679681323329234,0,1,0.0,0
1773:native_common,fixed_5s_055,4050,4149,55.000000819563866,59.950000893324614,4.950000073760748,100,2.658853975567803,17.09970409655769,0.009013464174991229,2.5853330213824908,0,96,100,96,100,100,27.74082021249785,0,4,0.0,0
1773:native_common,fixed_5s_060,4150,4249,60.00000089406967,64.95000096783042,4.950000073760748,100,2.968807420664918,12.592692700741726,0.007465568605153996,2.7883781629304094,0,97,100,97,97,100,24.27015356915885,0,3,0.0,0
1773:native_common,fixed_5s_065,4250,4349,65.00000096857548,69.95000104233623,4.950000073760748,100,3.231321717261503,7.559850567431302,0.006677405522057306,3.169710501631101,0,100,100,100,100,100,26.756212038732237,0,0,0.0,0
1773:native_common,fixed_5s_070,4350,4449,70.00000104308128,74.95000111684203,4.950000073760748,100,3.781416835326192,6.8364489832155595,0.007487125478785882,3.77190514365832,0,100,100,100,100,100,21.755286044685267,0,0,0.0,0
1773:native_common,fixed_5s_075,4450,4549,75.00000111758709,79.95000119134784,4.950000073760748,100,4.269670631957542,10.986948000492555,0.005791952744553665,4.259097615083059,0,97,100,97,100,100,21.873160083343514,0,3,0.0,0
1773:native_common,fixed_5s_080,4550,4649,80.0000011920929,84.95000126585364,4.950000073760748,100,4.4618870234765575,10.472035933708048,0.006140112231615563,4.460646531581879,0,98,100,98,100,100,21.35058005598341,0,2,0.0,0
1773:native_common,fixed_5s_085,4650,4749,85.0000012665987,89.95000134035945,4.950000073760748,100,4.5505107825982725,7.159862101025248,0.006444174208062568,4.546184329191844,0,99,100,99,100,100,18.73355830983015,0,1,0.0,0
1773:native_common,fixed_5s_090,4750,4849,90.00000134110451,94.95000141486526,4.950000073760748,100,5.069563740788431,10.044437209617248,0.006882651999555625,5.0628983330726625,0,99,100,99,90,100,10.380418159823236,0,1,0.0,0
1773:native_common,fixed_5s_095,4850,4949,95.00000141561031,99.95000148937106,4.950000073760748,100,4.9278303093917515,8.161000068216447,0.006936075407947693,4.922011111577351,0,99,100,99,85,100,6.173113633743502,0,1,0.0,0
1773:native_common,fixed_5s_100,4950,5049,100.00000149011612,104.95000156387687,4.950000073760748,100,5.284101511140248,18.959275657820307,0.0045996211953676785,5.280910241603851,0,95,100,95,91,100,6.930327324755117,0,5,0.0,0
1773:native_common,fixed_5s_105,5050,5149,105.00000156462193,109.95000163838267,4.950000073760748,100,5.379442010467849,7.743792257558093,0.007068527563157425,5.37656046072642,0,99,100,99,99,100,10.409730941174722,0,1,0.0,0
1773:native_common,fixed_5s_110,5150,5249,110.00000163912773,114.95000171288848,4.950000073760748,100,5.135213746639397,9.609716480424167,0.006959358792441572,5.12024515748024,0,99,100,99,100,100,20.257763312555927,0,1,0.0,0
1773:native_common,fixed_5s_115,5250,5349,115.00000171363354,119.95000178739429,4.950000073760748,100,4.860139838235123,10.526216124904275,0.0074741681531748936,4.83774043560028,0,100,100,100,100,100,16.51645062826085,0,0,0.0,0
1773:native_common,fixed_5s_120,5350,5449,120.00000178813934,124.95000186190009,4.950000073760748,100,5.253563260059129,10.299209373302029,0.00697272299901251,5.240828160444895,0,99,100,99,99,100,15.62750601570854,0,1,0.0,0
1773:native_common,fixed_5s_125,5450,5549,125.00000186264515,129.9500019364059,4.950000073760748,100,4.9422059081750565,9.790926594547516,0.007624300220167349,4.927638353506723,0,100,100,100,98,100,17.792980968761352,0,0,0.0,0
1773:native_common,fixed_5s_130,5550,5649,130.00000193715096,134.9500020109117,4.950000073760748,100,5.256525345146471,10.629876204567545,0.006690913732467369,5.253347927729289,0,99,100,99,96,100,13.26642764530399,0,1,0.0,0
1773:native_common,fixed_5s_135,5650,5749,135.00000201165676,139.9500020854175,4.950000073760748,100,5.2283246370569945,12.593965751223873,0.0021598957463804815,5.220287998119989,0,97,100,97,97,100,19.335714020742948,0,3,0.0,0
1773:native_common,fixed_5s_140,5750,5849,140.00000208616257,144.95000215992332,4.950000073760748,100,5.335680936379609,10.988625022488153,0.00281804562723724,5.328821457227072,0,98,100,98,97,100,12.963466135233505,0,2,0.0,0
1773:native_common,fixed_5s_145,5850,5949,145.00000216066837,149.95000223442912,4.950000073760748,100,5.36930162449507,10.538309094543074,0.0032484616363191326,5.366525886853537,0,100,100,100,95,100,12.130124726676438,0,0,0.0,0
1773:native_common,fixed_5s_150,5950,6049,150.00000223517418,154.95000230893493,4.950000073760748,100,5.121755983686031,12.470684057213335,0.002846550688492752,5.113544896443685,0,97,100,97,99,100,11.809234789657367,0,3,0.0,0
1773:native_common,fixed_5s_155,6050,6149,155.00000230967999,159.95000238344073,4.950000073760748,100,5.396930375796532,12.012182402633286,0.002479300923864553,5.392743420600891,0,97,100,97,85,100,5.0019591284608245,0,3,0.0,0
1773:native_common,fixed_5s_160,6150,6249,160.0000023841858,164.95000245794654,4.950000073760748,100,5.402507721280707,18.599792402279817,0.0014649077451518071,5.39402116060257,0,95,100,95,93,100,6.571668149173169,0,5,0.0,0
1773:native_common,fixed_5s_165,6250,6349,165.0000024586916,169.95000253245234,4.950000073760748,100,5.273347718882312,11.150211164393301,0.002243615192657835,5.267126405239106,0,97,100,97,97,100,12.8501625358707,0,3,0.0,0
1773:native_common,fixed_5s_170,6350,6449,170.0000025331974,174.95000260695815,4.950000073760748,100,5.197877872712172,11.475370316884462,0.0027373126630862755,5.189047241210938,0,98,100,98,100,100,18.13173676819621,0,2,0.0,0
1773:native_common,fixed_5s_175,6450,6549,175.0000026077032,179.95000268146396,4.950000073760748,100,5.46604745561857,9.67051501436889,0.003090805295835087,5.464211738109588,0,97,100,97,100,100,10.313528546337793,0,3,0.0,0
1773:native_common,fixed_5s_180,6550,6649,180.00000268220901,184.95000275596976,4.950000073760748,100,5.136158659293618,9.39903336679438,0.0024768645792839204,5.1304641799132025,0,98,100,98,100,100,14.551665297651773,0,2,0.0,1
1773:native_common,fixed_5s_185,6650,6749,185.00000275671482,189.95000283047557,4.950000073760748,100,5.026275242942029,14.361320705230058,0.0028189706779715037,5.018067270914714,0,96,100,96,92,100,10.732855256189307,0,4,0.0,0
1773:native_common,fixed_5s_190,6750,6849,190.00000283122063,194.95000290498137,4.950000073760748,100,4.694676079672869,13.192297966382249,0.0038995704338249063,4.681538245677948,0,95,100,95,96,100,16.583182705706797,0,5,0.0,3
1773:native_common,fixed_5s_195,6850,6949,195.00000290572643,199.95000297948718,4.950000073760748,100,3.129554421928369,11.268050907402557,0.003234023571987856,2.642054081956546,0,97,100,97,97,100,-45.267541701833906,0,3,0.0,66
1773:native_common,low_speed_run_00,3361,3516,20.550000306218863,28.300000421702862,7.750000115483999,156,0.44884882127450076,156.73302657745455,0.04088680960864279,0.4461624263049478,84,72,156,72,152,156,22.726242545416433,0,0,0.0,0
1773:native_common,low_speed_run_01,3675,6949,36.25000054016709,199.95000297948718,163.7000024393201,3275,4.620174056755483,12.132424848574624,0.00572201428347085,4.463066793939539,0,3207,3275,3207,3162,3275,13.502120995668147,0,68,0.0,70
