frame_name,sequence,cluster,intent,speed,max_rater,rfs_native,rfs_cls_late,loss_native,loss_cls_late,loss,judged_model,category,native_dlon2,native_dlon5,native_dlat5,native_dhead,native_both,native_direction,native_lateral_class,cls_late_dlon2,cls_late_dlon5,cls_late_dlat5,cls_late_dhead,cls_late_both,cls_late_direction,cls_late_lateral_class,log_dlon2,log_dlon5,log_dlat5,log_dhead,log_direction,log_lateral_class,q2b_cause_object,q2b_cause_class,q2b_probe_op,q2b_probe_qwen,q2b_category,in_pedestrian,in_cyclist,in_vehicle,in_cone|debris,in_emergency vehicle,in_road user,op_pedestrian_score,op_pedestrian_seen,op_cyclist_score,op_cyclist_seen,op_vehicle_score,op_vehicle_seen,op_cone|debris_score,op_cone|debris_seen,op_emergency vehicle_score,op_emergency vehicle_seen,op_road user_score,op_road user_seen,qwen_pedestrian_score,qwen_pedestrian_seen,qwen_cyclist_score,qwen_cyclist_seen,qwen_vehicle_score,qwen_vehicle_seen,qwen_cone|debris_score,qwen_cone|debris_seen,qwen_emergency vehicle_score,qwen_emergency vehicle_seen,qwen_road user_score,qwen_road user_seen,q2b_qwen_not_op
0075c28f1f1a68c4c1c8dcf37958046b-149,0075c28f1f1a68c4c1c8dcf37958046b,Foreign Object Debris,GO_STRAIGHT,10.644789,10.0,5.596610819812159,10.0,True,False,True,native,longitudinal go,-3.8782383349380942,-11.497133093031534,-0.1476607042161326,0.1418864634907208,False,longitudinal go,,0.8605460672164436,0.2851958208136327,-0.373598382907258,0.2586608138954602,False,none,,0.7564122974230478,-0.6344752347136273,-0.2300363241215743,0.0440585521137677,none,,False,cone|debris,-20.01889991760254,-37.963584899902344,no visible cause,False,False,False,False,False,False,-17.60787582397461,False,-11.607952117919922,False,-7.501148700714111,False,-20.01889991760254,False,-14.871729850769043,False,-7.404889106750488,False,-36.07997131347656,False,-24.87761688232422,False,-6.475943088531494,False,-37.963584899902344,False,-11.995928764343262,False,-7.071624755859375,False,False
0081c482170156ee7aedf36157d4ff21-149,0081c482170156ee7aedf36157d4ff21,Interections,GO_STRAIGHT,3.7043228,10.0,10.0,8.369420323582535,False,True,True,cls_late,longitudinal stop,0.8474277100463643,2.521615887511277,-0.0591965929840556,3.44371112279228,False,none,,1.7599282748357894,4.961085296279176,-0.816896293866459,5.8450820132308365,False,longitudinal stop,,2.9536470199847247,10.342241288179924,-0.2498449563127459,1.1808582156114935,longitudinal stop,,False,road user,0.180649995803833,-4.927581787109375,no visible cause,False,False,False,False,False,False,-3.2258176803588867,True,-11.012396812438965,False,0.06030869483947754,True,-5.522274971008301,True,-12.214021682739258,False,0.180649995803833,True,-23.3358154296875,False,-19.11865234375,False,-4.309331893920898,False,-18.69462776184082,False,-11.408941268920898,False,-4.927581787109375,False,False
00c73f2a3515da4249d4416a544c09b2-150,00c73f2a3515da4249d4416a544c09b2,Special Vehicles,GO_STRAIGHT,0.04376694,8.0,4.0,5.0,True,True,True,native,longitudinal go,-1.686706726460901,-9.960576310820596,0.0430716979646563,0.5013550578541697,False,longitudinal go,,-1.7641780669771558,-12.282087323194933,0.0964522927251763,,False,longitudinal go,,0.3309983641373029,0.8610707937446695,0.021245330061309,0.0395070889108239,none,,False,emergency vehicle,-6.8435516357421875,-13.079642295837402,no visible cause,False,False,True,False,False,True,-8.499835014343262,False,-10.295071601867676,False,-1.009770154953003,False,-8.02812385559082,False,-6.8435516357421875,True,-1.0779497623443604,False,-7.086620330810547,True,-36.006126403808594,False,-1.2994239330291748,False,-28.797672271728516,False,-13.079642295837402,False,0.23198509216308594,False,False
023de465f73acb957c34bdf9299ed39b-149,023de465f73acb957c34bdf9299ed39b,Multi-Lane Maneuvers,GO_STRAIGHT,2.2945418,10.0,4.0,6.272493297790834,True,True,True,native,longitudinal go,-1.4745793332967296,-7.690859946599406,-0.2981902160932065,1.5653844809112911,False,longitudinal go,,1.9938283413631803,5.707923857280843,-0.53060917109245,4.5227194761810665,False,longitudinal stop,,0.520974793372445,0.7581492659969651,-0.1407974466915179,0.3429752325592403,none,,False,vehicle,-3.003004312515259,-2.8896853923797607,no visible cause,False,False,False,False,False,False,-2.7852554321289062,True,-16.132593154907227,False,-3.003004312515259,False,1.1948537826538086,True,-15.706016540527344,False,-2.4709441661834717,False,-23.231252670288086,False,-26.19822883605957,False,-2.8896853923797607,False,-25.827919006347656,False,-15.196112632751465,False,-3.1186318397521973,False,False
04b1507c7b4a33855b6f09a5b0050e70-149,04b1507c7b4a33855b6f09a5b0050e70,Interections,GO_STRAIGHT,4.00675,8.0,7.0,4.74536002458576,True,True,True,native,longitudinal stop,0.8486184538313198,7.083092558982357,0.6182984045263238,2.81245275331986,False,longitudinal stop,,1.352985756583431,8.36902880866728,-1.2182976607079623,3.534374038443445,False,longitudinal stop,,0.8724965883513475,0.919159781750034,0.1688668968165007,1.0131688515995734,none,,True,road user,-0.5399234294891357,-4.170429706573486,not seen,False,False,True,False,False,True,-12.599227905273438,False,-14.732220649719238,False,-0.5826127529144287,False,-6.60513162612915,True,-16.669275283813477,False,-0.5399234294891357,False,-21.40348243713379,False,-19.224552154541016,False,-4.702248573303223,False,-16.062105178833008,False,-8.059685707092285,True,-4.170429706573486,False,False
04b162cce96ccaebd5e4ed92c60e66ac-149,04b162cce96ccaebd5e4ed92c60e66ac,Multi-Lane Maneuvers,GO_STRAIGHT,4.999713,10.0,8.0,8.0,True,True,True,native,longitudinal go,-2.933319013432571,-11.769567863753906,-0.7791837078855076,0.6146360711979924,False,longitudinal go,,-2.0714766323110414,-14.50650031712781,-1.0347053365053795,,False,longitudinal go,,-2.3578695258786824,-13.01555671394073,-1.4669781105522717,3.818903930656916,longitudinal go,,True,vehicle,-1.2519856691360474,-6.6999006271362305,not seen,False,False,True,False,False,True,-10.27918815612793,False,-20.27239990234375,False,-1.2519856691360474,False,-13.9781494140625,False,-15.822404861450195,False,-1.0105708837509155,False,-19.211105346679688,False,-27.13347625732422,False,-6.6999006271362305,False,-28.152999877929688,False,-16.12786865234375,False,-5.164338111877441,False,False
053cb7c6b8b71cc8ed1d9f3b2b5b8636-150,053cb7c6b8b71cc8ed1d9f3b2b5b8636,Cut_ins,GO_STRAIGHT,6.146259,10.0,7.30134626083799,10.0,True,False,True,native,longitudinal go,-1.931054452459954,-9.491472621389995,0.2225053032128199,3.49633090422563,False,longitudinal go,,-0.0773953382641767,-4.559414487949144,0.1871306842349842,2.533195184926313,False,longitudinal go,,-5.736506003645014,-16.715977760399177,-0.2134633167728556,1.8135430090229927,longitudinal go,,False,vehicle,-0.6899394989013672,-7.452882289886475,no visible cause,False,False,False,False,False,False,-14.767987251281738,False,-11.208797454833984,False,-0.6899394989013672,False,-12.706783294677734,False,-9.924912452697754,False,-0.8028979301452637,False,-24.280942916870117,False,-19.287275314331055,False,-7.452882289886475,False,-26.180809020996094,False,-13.441720008850098,False,-7.047459602355957,False,False
0593b8a202e06059ec96f3d5941900d6-148,0593b8a202e06059ec96f3d5941900d6,Foreign Object Debris,GO_RIGHT,4.6436625,10.0,7.0,7.393667037940408,True,True,True,native,longitudinal go,-2.273801339491997,-8.585595001933104,-1.1038988672275618,0.1912416886930259,False,longitudinal go,,-0.5876610449944784,-5.88641815340328,1.5892903627904231,4.589781336819669,False,longitudinal go,,0.4168067688798518,0.5067939247341571,-0.8779231771104333,0.0296244096402915,none,,False,cone|debris,-13.357046127319336,-40.3787956237793,no visible cause,False,False,False,False,False,False,-37.73490905761719,False,-38.51490020751953,False,-5.465062141418457,False,-13.357046127319336,False,-15.910735130310059,False,-5.185685157775879,False,-13.690245628356934,True,-2.1023216247558594,True,-2.7168030738830566,False,-40.3787956237793,False,-14.263556480407715,False,-2.901503801345825,False,False
05e1f9ef75f7e47d67f096e05d167dcb-149,05e1f9ef75f7e47d67f096e05d167dcb,Cyclist,GO_STRAIGHT,11.713993,10.0,9.135209104275374,5.608557190806239,False,True,True,cls_late,longitudinal stop,-0.0875498461740832,7.793802208884238,-0.8624144713352461,3.2657662659207176,False,longitudinal stop,,1.9765651555501849,10.748417052798084,-1.571094762473395,6.9878611873159,False,longitudinal stop,,-2.8734155169971825,-6.458193234843815,0.3371647688938397,2.6247436712750982,longitudinal go,,False,cyclist,-7.296022415161133,-21.206254959106445,no visible cause,False,False,False,False,False,False,-17.74850845336914,False,-7.296022415161133,True,-0.8697130680084229,False,-5.602400779724121,True,-16.811431884765625,False,-1.2009479999542236,False,-9.642570495605469,True,-21.206254959106445,False,5.886096000671387,True,-22.72957992553711,False,-12.081949234008789,False,5.234899520874023,True,False
06a6ff41e238ac25ca0ce315ab895329-149,06a6ff41e238ac25ca0ce315ab895329,Foreign Object Debris,GO_STRAIGHT,1.812597,8.0,8.0,6.5,False,True,True,cls_late,longitudinal go,0.4773719560800553,-1.5578595584751138,-0.7217668810414434,1.1576303307600426,False,none,,-0.3533693230351165,-8.150161096182506,-1.4136214747706748,1.757292109418671,False,longitudinal go,,0.2585775372378832,1.623072981017623,-0.2277929368091258,4.72738670663162,none,,False,cone|debris,-13.175589561462402,-27.379077911376953,no visible cause,False,False,True,False,False,True,-8.844685554504395,False,-16.157224655151367,False,-0.315654993057251,True,-13.175589561462402,False,-19.79029083251953,False,0.16245746612548828,True,-24.851028442382812,False,-32.979610443115234,False,0.40647459030151367,False,-27.379077911376953,False,-25.250289916992188,False,1.3091177940368652,False,False
